store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020_Jan,Y2020,X,Y,method,match
st_000063,CITGO FOOD MART,A075928,400,W Pike St,NA,Lawrenceville,GA,30045,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.00001811,33.95801994,esri,PointAddress
st_000112,SNAP MINI MART,A303121,2221,SALEM ROAD,NA,CONYERS,GA,30013,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.97865633,33.63096593,esri,PointAddress
st_000147,INGLES MARKETS 450,A188289,9151,Highway 29 S,NA,Hull,GA,30646,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-83.31704,34.02924,usda,NA
st_000236,E-Z CORNER 22,A129289,504,W Franklin St,NA,Sylvester,GA,31791,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-83.84355109,31.53095788,esri,StreetAddress
st_000305,JOE'S GROCERY,A195127,12,Atlanta Ave SW,NA,Atlanta,GA,30315,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-84.38838705,33.73032925,esri,StreetAddress
st_000306,PIERRE'S FOOD STORE,A260710,2674,Austell Rd SW Ste F,NA,Marietta,GA,30008,Small Grocery Store,14,Grocer,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-84.5833278,33.88857567,esri,PointAddress
st_000317,Choose #1,A069095,113,Scrubby Bluff Rd,NA,Kingsland,GA,31548,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-81.68379647,30.78046036,esri,PointAddress
st_000414,RAINBOW FOODS LLC,A122333,4105,Buena Vista Rd,NA,Columbus,GA,31907,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-84.92489,32.4636,usda,NA
st_000435,M L K Market,A224123,1340,Martin Luther King Jr Dr,NA,Greensboro,GA,30642,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-83.17848,33.5667,usda,NA
st_000457,LISTON'S GROCERY,A218089,290,GA Highway 49,NA,Macon,GA,31211,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-83.54663,32.88092,usda,NA
st_000459,Rite Aid 11739,A279785,954,Joe Frank Harris Pkwy SE,NA,Cartersville,GA,30120,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-84.79295,34.19892,usda,NA
st_000485,WALGREEN'S 7199,A341125,701,Martha Berry Blvd NW,NA,Rome,GA,30165,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-85.18063,34.26089,usda,NA
st_000528,Rite Aid 11780,A279824,1232,Highway 74 S,NA,Peachtree City,GA,30269,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-84.53316,33.34213,usda,NA
st_000558,SEYMOUR FOOD STORE,A296597,102,W 3rd St # 84,NA,Donalsonville,GA,39845,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.882637,31.04052886,esri,StreetAddress
st_000565,R & R QUICK MART,A272045,1009,5th Ave SE,NA,Moultrie,GA,31768,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.77708,31.17434,usda,NA
st_000570,P & V Foodmart,A252473,1402,Stiles Ave,NA,Savannah,GA,31415,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-81.11674,32.06808,usda,NA
st_000579,Lay's Food Mart #2,A215428,4360,Atlanta Hwy,NA,Bogart,GA,30622,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-83.48647,33.94038,usda,NA
st_000625,Open Market,A251174,4591,Rockbridge Rd,Ste F,Stone Mountain,GA,30083,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-84.20618168,33.78626375,esri,StreetAddress
st_000629,The Market Basket,A326135,1020,S Elbert St,NA,Milledgeville,GA,31061,Seafood Specialty,13,Specialty,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-83.22007037,33.06889458,esri,PointAddress
st_000631,SHAWNEE CONVENIENCE STORE,A297343,123,Shawnee Rd,NA,Springfield,GA,31329,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-81.41115497,32.4756304,esri,NA
st_000678,PUBLIX 1089,A266784,5180,McGinnis Ferry Rd,NA,Alpharetta,GA,30005,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.2081,34.09307,usda,NA
st_000680,PUBLIX 1008,A266703,1114,HWY 96,NA,KATHLEEN,GA,31047,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.69488,32.54679,usda,NA
st_000725,SMITHFIELD SUPERMARKET,A302673,112,Stanton Dr N,NA,Smithville,GA,31787,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-84.25416832,31.90280653,esri,PointAddress
st_000728,QUICK FOOD MART,A268893,847,Main St,NA,Forest Park,GA,30297,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-84.3622295,33.62019347,esri,PointAddress
st_000739,Super H Mart,A317199,2550,Pleasant Hill Rd,NA,Duluth,GA,30096,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.14484,33.96856,usda,NA
st_000743,Chico Food Mart,A068554,902,Dill Ave SW,NA,Atlanta,GA,30310,Convenience Store,3,Small retail,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-84.41768275,33.71826549,esri,NA
st_000748,JACKY SEAFOOD MARKET,A191621,1015,US Highway 80 W,NA,Garden City,GA,31408,Seafood Specialty,13,Specialty,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-81.15755782,32.08797745,esri,PointAddress
st_000808,FOOD DEPOT 38,A156616,200,Banks Road,NA,Fayetteville,GA,30214,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-84.44151,33.46876,usda,NA
st_000812,CARNICERIA TAPATIA 2,A060918,1652,Atlanta Rd,NA,Gainesville,GA,30504,Large Grocery Store,8,Grocer,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-83.84124788,34.267025,esri,NA
st_000813,F&Y Dollar King,A139365,122,Cleveland Ave SW,Ste B,Atlanta,GA,30315,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-84.392793,33.68106048,esri,PointAddress
st_000867,FRANKLYN GROCERY & DELI,A160369,1029,McDaniel St SW,NA,Atlanta,GA,30310,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-84.40166705,33.72675325,esri,NA
st_000902,CITGO FOOD MART,A043072,619,W Central Ave,NA,Moultrie,GA,31768,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-83.7962325,31.17992251,esri,NA
st_000955,Rite Aid 11698,A120917,1455,Peachtree Pkwy,NA,Cumming,GA,30041,Combination Grocery/Other,2,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.17079182,34.12460369,esri,NA
st_000959,Lakeland Quick Stop,A213596,121,S Valdosta Rd,NA,Lakeland,GA,31635,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,1,1,1,1,-83.0719,31.0316,usda,NA
st_000995,Mitchell's Bait & Tackle,A038665,902,W 16th Ave,NA,Cordele,GA,31015,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,-83.7944,31.96346,usda,NA
st_001004,KASH MARKET,A199214,1305,N Troupe St,NA,Valdosta,GA,31601,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-83.27533799,30.84676091,esri,PointAddress
st_001007,DOLLAR GENERAL 6757,A115426,319,W MAIN STREET,NA,ALAMO,GA,30411,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-82.78007,32.14505,usda,NA
st_001018,OLYMPIA FOOD MART,A055172,5003,Central Dr,NA,Stone Mountain,GA,30083,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.18414439,33.81152853,esri,NA
st_001022,DOLLAR GENERAL 6341,A115071,6117,Lula Rd,NA,Lula,GA,30554,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.69181,34.39579,usda,NA
st_001040,DOLLAR GENERAL 6720,A115390,14,PINE STREET,NA,TENNGA,GA,30751,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.73969,34.98573,usda,NA
st_001047,DOLLAR GENERAL 6616,A115299,1201,US Highway 221 N,NA,Douglas,GA,31533,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-82.82286,31.52059,usda,NA
st_001131,DOLLAR GENERAL 6688,A115363,8266,Villa Rica Hwy,NA,Villa Rica,GA,30180,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.89149,33.80655,usda,NA
st_001189,DOLLAR GENERAL 6546,A115239,55,Gray Rd,NA,Carrollton,GA,30116,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-85.07253,33.52726,usda,NA
st_001212,SMART MART 5,A302361,1765,Buchanan Hwy,NA,Cedartown,GA,30125,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-85.25522377,33.98460794,esri,StreetAddress
st_001244,ATLANTA MEAT & FISH MARKET,A035755,3131,Campbellton Rd SW,Ste P,Atlanta,GA,30311,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-84.49160631,33.69188258,esri,PointAddress
st_001258,OXLEY'S IGA # 4,A252219,3086,E Harris St,NA,Pavo,GA,31778,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.73837,30.95982,usda,NA
st_001283,DAVIS PRODUCE,A098253,306,S 1st St,NA,Folkston,GA,31537,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-82.00616609,30.82875911,esri,StreetAddress
st_001289,BIDDIE'S COUNTRY STORE,A044299,2557,Eufaula Hwy,NA,Georgetown,GA,39854,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-85.09091741,31.76930534,esri,PointAddress
st_001443,Walgreens 7764,A348744,4360,Bells Ferry Rd NW,NA,Kennesaw,GA,30144,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.55769,34.05817,usda,NA
st_001472,CHEVRON FOOD MART,A068247,4402,Rockbridge Rd,NA,Stone Mountain,GA,30083,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-84.21403,33.78711,usda,NA
st_001534,DOLLAR GENERAL 6880,A115535,1718,Brown Rd,NA,Hephzibah,GA,30815,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-82.01585,33.32529,usda,NA
st_001538,DOLLAR GENERAL 9921,A118103,3483,Rome Rd SW,NA,Plainville,GA,30733,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-85.0083,34.41306,usda,NA
st_001540,DOLLAR GENERAL 6613,A115297,3440,Highway 42,NA,Stockbridge,GA,30281,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.19907,33.53329,usda,NA
st_001556,CONOCO FOOD MART,A079832,268,VETERAN MEMORIAL HWY,NA,MABLETON,GA,30126,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-84.56192,33.81459,usda,NA
st_001559,DOLLAR GENERAL 6547,A115240,3960,Carrollton Villa Rica Hwy,NA,Carrollton,GA,30116,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.97066,33.64482,usda,NA
st_001568,DOLLAR GENERAL 6884,A115539,118,Ml Hudson St S,NA,Plains,GA,31780,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.39371,32.03261,usda,NA
st_001636,East Point Food Center,A130979,4221,Washington Rd,NA,East Point,GA,30344,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-84.49101875,33.64090447,esri,StreetAddress
st_001681,Stop n Buy,A312359,835,Dothan Rd,NA,Bainbridge,GA,39817,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-84.58348,30.91145,usda,NA
st_001741,SCANDINAVIAN HOUSE GROCERY,A294247,710,Peachtree St NE,NA,Atlanta,GA,30308,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.38477,33.77401,usda,NA
st_001743,ROUTE 78 FAST FARE,A285484,628,Augusta Hwy,NA,Thomson,GA,30824,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-82.48995384,33.46262467,esri,NA
st_001745,Deans Bridge Fast Fare,A098934,4002,Deans Bridge Rd,NA,Hephzibah,GA,30815,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-82.13166564,33.37870415,esri,NA
st_001750,JACKSON ST FAST FARE,A051301,418,Jackson St,NA,Thomson,GA,30824,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-82.49945081,33.4602979,esri,NA
st_001810,CARNICERIA RAMIREZ,A060851,2600,Bolton Rd NW,NA,Atlanta,GA,30318,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-84.45002,33.82039,usda,NA
st_001876,Griffin's I,A173289,3900,Brunswick Hwy,NA,Waycross,GA,31503,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-82.29277124,31.19459933,esri,NA
st_001975,Choice Quick Stop,A069045,218,Martin Luther King Jr Blvd,NA,Warner Robins,GA,31088,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.60056,32.61314,usda,NA
st_002003,CLYDES MARKET 57,A077775,3100,Lanes Bridge Rd,NA,Jesup,GA,31545,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-81.91316,31.65795,usda,NA
st_002007,Carniceria Garcia 3,A060342,1802,Washington Ave,NA,East Point,GA,30344,Convenience Store,3,Small retail,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-84.44770952,33.67582452,esri,PointAddress
st_002082,Red Roof Mini Mart,A275614,901,Whitehall St,NA,Washington,GA,30673,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-82.7596,33.72531,usda,NA
st_002118,TASTE OF BOSNIA,A322691,140,Hurricane Shoals Rd NW Ste A,NA,Lawrenceville,GA,30046,Small Grocery Store,14,Grocer,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-83.9957299,33.96894084,esri,PointAddress
st_002146,Walgreens 2359,A347147,5373,Peachtree Blvd,NA,Atlanta,GA,30341,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.30514,33.89513,usda,NA
st_002147,Walgreens 7134,A348594,110,Hawthorne Ave,NA,Athens,GA,30606,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.40981,33.95083,usda,NA
st_002159,MILLEDGE FOODS & GAS,A235714,1431,W Hancock St,NA,Milledgeville,GA,31061,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-83.24768745,33.07448889,esri,NA
st_002208,JACKSON'S FOOD MART,A191328,306,E Jackson St,NA,Dublin,GA,31021,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,1,1,1,1,-82.90087362,32.54122877,esri,NA
st_002219,PLAZA MART II,A263225,1616,Nussbaum Ave,NA,Macon,GA,31201,Small Grocery Store,14,Grocer,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-83.64509029,32.82505916,esri,PointAddress
st_002277,IVOIRE MARKET,A189473,3245,Chamblee Dunwoody Rd,Ste A209,Atlanta,GA,30341,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-84.29124,33.89151,usda,NA
st_002395,DOERUN SUPERMARKET,A103031,140,E. BROAD,NA,DOERUN,GA,31744,Large Grocery Store,8,Grocer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.91675195,31.3195318,esri,StreetAddress
st_002399,PUBLIX 1112,A266806,1025,Veterans Memorial Hwy SE,NA,Mableton,GA,30126,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.52442,33.80412,usda,NA
st_002414,Rite Aid 11753,A279798,76,E Paulding Dr,NA,Dallas,GA,30157,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.78875,33.95821,usda,NA
st_002418,AUBURN CONVENIENCE STORE,A035944,253,Auburn Ave NE,A,Atlanta,GA,30303,Small Grocery Store,14,Grocer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.3793288,33.75545567,esri,StreetAddress
st_002508,Sav a Lot,A292518,1984,S Georgia Pkwy W,NA,Waycross,GA,31503,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-82.38814256,31.20882548,esri,PointAddress
st_002539,EASTSIDE MINIT MKT,A131306,503,E 16th St,NA,Alma,GA,31510,Convenience Store,3,Small retail,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-82.45629731,31.53826668,esri,NA
st_002603,Gary Food Mart #2,A165606,2304,Ingleside Ave,NA,Macon,GA,31204,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-83.65470283,32.85373951,esri,NA
st_002639,Stella Mart Food Store,A310351,243,Scenic Hwy,NA,Lawrenceville,GA,30046,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-83.99025517,33.94344909,esri,StreetAddress
st_002718,GRACE TROPICAL FOODS,A171438,4785,Sugarloaf Pkwy,Ste 3,Lawrenceville,GA,30044,Small Grocery Store,14,Grocer,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-84.05042336,33.95205823,esri,PointAddress
st_002735,Cheap Tobacco,A067079,1833,U S Highway 78,NA,Tallapoosa,GA,30176,Convenience Store,3,Small retail,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-85.29845,33.74433,usda,NA
st_002817,NALLEY'S SHELL,A242288,3415,Medlock Bridge Rd,NA,Norcross,GA,30092,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-84.20760413,33.9681732,esri,PointAddress
st_002897,Dollar General Market 9814,A118271,1370,Gray Hwy,NA,Macon,GA,31211,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.61314,32.86275,usda,NA
st_002905,129 FOOD SHOP,A000775,3050,Athens Hwy,NA,Gainesville,GA,30507,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.7569267,34.23544187,esri,NA
st_002986,Flash Foods LLC 2745144,A155071,1201,N Saint Augustine Rd,NA,Valdosta,GA,31601,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.32521,30.84209,usda,NA
st_003028,DOLLAR GENERAL 6320,A115055,2602,Manchester Expy,NA,Columbus,GA,31904,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.95563,32.50673,usda,NA
st_003101,GOLDEN ROCK CARIBBEAN MKT,A170088,4890,Memorial Dr,NA,Stone Mountain,GA,30083,Small Grocery Store,14,Grocer,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-84.23193958,33.78884809,esri,StreetAddress
st_003140,GET N FLY FOOD MART,A167302,786,West Ave,NA,Cartersville,GA,30120,Convenience Store,3,Small retail,4,1,1,1,1,0,1,1,1,1,1,0,0,0,0,-84.81477,34.15826,usda,NA
st_003141,UNIQUE FOOD MART,A335549,1217,Simpson Rd NW,NA,Atlanta,GA,30314,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.42729065,33.76358738,esri,StreetAddress
st_003148,COCHRAN BAIT & TACKLE,A078060,212,N 2nd St,NA,Cochran,GA,31014,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-83.36030739,32.39383709,esri,StreetAddress
st_003273,Quick Buy Food Store,A268592,1026,E 24th Ave,NA,Cordele,GA,31015,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,-83.79939,31.95526,usda,NA
st_003305,QUICK FOOD MART,A268888,1977,Martin Luther King Jr Dr SW,NA,Atlanta,GA,30310,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.45026,33.75027,usda,NA
st_003451,Flash Foods LLC 2745143,A155070,1800,N Ashley St,NA,Valdosta,GA,31602,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.28085,30.85461,usda,NA
st_003452,Flash Foods LLC 274273,A155028,4205,N Valdosta Rd,NA,Valdosta,GA,31602,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.33264,30.89682,usda,NA
st_003453,Flash Foods 274,A154934,4109,Bemiss Rd,NA,Valdosta,GA,31605,Convenience Store,3,Small retail,4,1,0,0,0,0,1,1,1,1,1,1,1,1,1,-83.26273827,30.91084432,esri,NA
st_003454,Flash Foods LLC 274275,A155029,11596,Adel Hwy,NA,Morven,GA,31638,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.49947,30.94626,usda,NA
st_003455,Flash Foods LLC 274276,A155030,401,E Screven St,NA,Quitman,GA,31643,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.55711,30.78472,usda,NA
st_003456,Flash Foods LLC 274278,A155032,6358,US Highway 319 S,NA,Thomasville,GA,31792,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.00157,30.81637,usda,NA
st_003457,Flash Foods 279,A154944,408,S Broad St,NA,Thomasville,GA,31792,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-83.975985,30.83285599,esri,NA
st_003458,Flash Foods LLC 274280,A155033,2267,E Pinetree Blvd,NA,Thomasville,GA,31792,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.94763,30.84685,usda,NA
st_003460,Flash Foods LLC 2745152,A155072,2369,US Highway 19 NE,NA,Pelham,GA,31779,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.14056,31.13255,usda,NA
st_003461,Flash Foods LLC 274282,A155034,195,S Boulevard St,NA,Camilla,GA,31730,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.21271,31.2231,usda,NA
st_003462,Flash Foods 283,A080795,230,E Oglethorpe Blvd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-84.14315844,31.57544068,esri,NA
st_003463,Flash Foods 284,A154945,1411,N Slappey Blvd,NA,Albany,GA,31701,Convenience Store,3,Small retail,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.17601796,31.59650978,esri,StreetAddress
st_003464,Flash Foods LLC 2745154,A155073,2701,Gillionville Rd,NA,Albany,GA,31721,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.22021,31.58575,usda,NA
st_003465,Flash Foods LLC 2745155,A155074,2825,Old Dawson Rd,NA,Albany,GA,31707,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.2244,31.61355,usda,NA
st_003467,Flash Foods LLC 2745157,A155075,1203,Highway 82 W,NA,Tifton,GA,31794,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.49306,31.44867,usda,NA
st_003533,BROXTON GROCERY,A054599,108,Ocmulgee St W,NA,Broxton,GA,31519,Medium Grocery Store,10,Grocer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-82.88708,31.6247,usda,NA
st_003746,Rite Aid 11686,A279749,2580,Winder Hwy,NA,Dacula,GA,30019,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-83.89418,33.98801,usda,NA
st_003750,Rite Aid 11773,A279818,961,Highway 20 81,NA,McDonough,GA,30253,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.17693,33.43209,usda,NA
st_003884,ASSI PLAZA SUGARLOAF INC,A035521,1291,Old Peachtree Rd NW,NA,Suwanee,GA,30024,Super Store,15,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.0859,34.00502,usda,NA
st_003894,CVS Pharmacy 4583,A091775,2703,Washington Rd,NA,Augusta,GA,30909,Combination Grocery/Other,2,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-82.02289,33.50867,usda,NA
st_003899,GULF SEAFOOD MARKET,A174286,339,W Bankhead Hwy,NA,Villa Rica,GA,30180,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-84.92464,33.7328,usda,NA
st_003979,Bourda Green Caribbean Grocery & Variety Store,A050871,2575,Snapfinger Rd,Ste J,Decatur,GA,30034,Small Grocery Store,14,Grocer,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,-84.21513948,33.70470944,esri,PointAddress
st_004065,Aldi 54,A026284,2618,Pleasant Hill Rd,NA,Duluth,GA,30096,Supermarket,16,Supermarket,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.14669,33.97013,usda,NA
st_004067,Shell Food Mart,A298360,3113,Campbellton Rd Sw,NA,Atlanta,GA,30311,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-84.4908,33.69246,usda,NA
st_004098,SPEEGO GAS,A032312,224,Johnson Rd,NA,Albany,GA,31705,Convenience Store,3,Small retail,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,-84.09006367,31.57096666,esri,NA
st_004160,Hanna Foods,A176611,4739,S Main St,NA,Acworth,GA,30101,Convenience Store,3,Small retail,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-84.67504087,34.06500301,esri,NA
st_004179,MARATHON MART 4,A190874,5950,Hawkinsville Rd,NA,Macon,GA,31216,Convenience Store,3,Small retail,4,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-83.65529848,32.74177662,esri,PointAddress
