store1id,store1name,store2name,store2name_1,address_distence,name_distance,address1,address2,add_dist,dup
dollar general 7059,st_145471,dollar general 7076,st_152754,26,2,1035 NC HWY 65W_NA_WALNUT COVE_NC_27052,1745 Hwy 15 S_NA_Sumter_SC_29150,25,0
dollar general 7488,st_147658,dollar general 7491,st_006771,27,2,613 N 2nd Ave_NA_Mulvane_KS_67110,813 E Main St_NA_Cobleskill_NY_12043,25,0
dollar general 8172,st_155009,dollar general 8183,st_155010,26,2,11273 Maple Ridge Rd_NA_Medina_NY_14103,5921 S Transit Rd_NA_Lockport_NY_14094,25,0
dollar general 8342,st_150617,dollar general 8362,st_031504,22,1,612 E Main St_NA_Lamoni_IA_50140,804 Wehrle Dr_NA_Buffalo_NY_14221,25,0
dollar general store 17232,st_410086,dollar general store 17245,st_410097,26,2,6683 Highway 10_NA_Washington_LA_70589,6273 Norwalk Rd_NA_Medina_OH_44256,25,0
dollar general store 232,st_146388,dollar general store 2940,st_148095,29,3,161 N Main St_X_Dublin_PA_18917,701 W Centre St_NA_Mahanoy City_PA_17948,25,0
duane reade 14240,st_033290,duane reade 14268,st_033436,31,2,1598 Union Tpke_NA_New Hyde Park_NY_11040,2428 Bell Blvd_NA_Bayside_NY_11360,25,0
express lane 26,st_322003,express lane 68,st_322008,29,2,2735 N East Ave_NA_Panama City_FL_32405,5301 Cliff St_NA_Graceville_FL_32440,25,0
ez food mart,st_251928,ez food mart,st_327947,26,0,611 Waterworks Rd_NA_Columbus_MS_39701,250 Walnut Ave S_NA_Leesburg_GA_31763,25,0
family dollar 2794,st_197490,family dollar 2825,st_197494,26,3,120 E Munising Ave_NA_Munising_MI_49862,3137 Williamson Rd_NA_Saginaw_MI_48601,25,0
family dollar 5679,st_198038,family dollar 570,st_188626,22,2,4660 N M 37 Hwy_NA_Middleville_MI_49333,152 North St_NA_Martinsville_WV_26155,25,0
family dollar 7135,st_042146,family dollar 7184,st_049579,27,2,4135 W Armitage Ave_NA_Chicago_IL_60639,1530 McDonald Ave_NA_Brooklyn_NY_11230,25,0
family dollar store 4976,st_060888,family dollar store 4984,st_057640,22,2,624 E Waco Dr_NA_Waco_TX_76704,433 West Hwy 281_NA_Progreso_TX_78579,25,0
family dollar store 5004,st_050116,family dollar store 5014,st_013282,29,1,12132 Florida Blvd_NA_Baton Rouge_LA_70815,1019 Homer Rd_NA_Minden_LA_71055,25,0
family dollar store 5479,st_057702,family dollar store 5498,st_058333,27,2,1708 N Navarro St_NA_Victoria_TX_77901,11515 Fm 1960 Rd_NA_Huffman_TX_77336,25,0
family dollar store 5858,st_061281,family dollar store 587,st_177187,26,2,300 N Pace Blvd_NA_Pensacola_FL_32505,35 S Main St_NA_Stanton_KY_40380,25,0
family dollar store 5859,st_196513,family dollar store 5870,st_049565,24,2,32 E 32nd St_NA_Covington_KY_41015,3111 W Capitol St_NA_Jackson_MS_39209,25,0
family dollar store 682,st_182812,family dollar store 6840,st_059698,22,2,1152 5th St_NA_Florala_AL_36442,424 Broadway St_NA_Maud_TX_75567,25,0
family dollar store 8002,st_180928,family dollar store 8006,st_179994,26,1,107 S la Homa Rd_NA_Mission_TX_78572,2323 E Main St_NA_Eagle Pass_TX_78852,25,0
family dollar store 8393,st_264843,family dollar store 8413,st_253414,23,2,508 N 2nd St_NA_Stilwell_OK_74960,2370 NW 45th Ter_NA_Ocala_FL_34482,25,0
family dollar store 8814,st_285321,family dollar store 8861,st_285322,26,2,4280 Macon Rd_NA_Memphis_TN_38122,4328 Buena Vista Rd_NA_Columbus_GA_31907,25,0
family fare llc 1930,st_182105,family fare llc 1931,st_182106,25,1,8503 Davison Rd_NA_Davison_MI_48423,9870 E Grand River Ave_NA_Brighton_MI_48116,25,0
family fare llc 1932,st_182108,family fare llc 1934,st_182111,29,1,1341 N M 52_NA_Owosso_MI_48867,6764 River Rd_NA_Marine City_MI_48039,25,0
food lion 1543,st_105479,food lion 1548,st_099903,26,1,121 Crain Hwy N_NA_Glen Burnie_MD_21061,923 Village Hwy_NA_Rustburg_VA_24588,25,0
freds store 1910,st_017104,freds store 1955,st_064607,23,2,615 Battleground Dr_NA_Iuka_MS_38852,6109 Houston Rd_NA_Macon_GA_31216,25,0
freds store 2893,st_018252,freds store 2960,st_010695,27,3,501 S Main St Ste 1_NA_Swainsboro_GA_30401,605 S Jackson St_NA_Starkville_MS_39759,25,0
fresh & easy neighborhood market 1001,st_050017,fresh & easy neighborhood market 1079,st_065240,21,2,1709 W Florida Ave_NA_Hemet_CA_92545,14135 Main St_Ste 301_Hesperia_CA_92345,25,0
fry's 628,st_072862,fry's 675,st_009393,25,2,3949 E Chandler Blvd_NA_Phoenix_AZ_85048,1300 S Watson Rd_NA_Buckeye_AZ_85326,25,0
fry's 682,st_064777,fry's 73,st_127419,28,3,155 W Combs Rd_NA_Queen Creek_AZ_85140,6625 W Happy Valley Rd_NA_Glendale_AZ_85310,25,0
heb 043,st_133743,heb 051,st_101548,26,2,1601 Nogalitos_NA_San Antonio_TX_78204,2000 S Gregg St_NA_Big Spring_TX_79720,25,0
holiday stationstore 10,st_114886,holiday stationstore 102,st_221445,28,1,1601 Fox Farm Rd_NA_Great Falls_MT_59404,50 W 98th St_NA_Minneapolis_MN_55420,25,0
in & out mart 16,st_113180,in & out mart 17,st_165985,15,1,1619 W Sylvania Ave_NA_Toledo_OH_43612,2710 TREMAINSVILLE RD_NA_TOLEDO_OH_43613,25,0
jackson's 504,st_059797,jackson's 519,st_059808,25,2,5829 NE M L King Blvd_NA_Portland_OR_97211,11834 SW Pacific Hwy_NA_Tigard_OR_97223,25,0
jackson's 510,st_059801,jackson's 521,st_059810,27,2,33558 Havlik Dr_NA_Scappoose_OR_97056,3840 SE Stark St_NA_Portland_OR_97214,25,0
jacksons food stores 636,st_213794,jacksons food stores 642,st_213798,28,2,1520 S 348th St_NA_Federal Way_WA_98003,801 Division Ave_NA_Tacoma_WA_98403,25,0
jacksons food stores 636,st_213794,jacksons food stores 650,st_213804,26,2,1520 S 348th St_NA_Federal Way_WA_98003,1545 Marvin Rd NE_NA_Lacey_WA_98516,25,0
kmart 3594,st_113932,kmart 3597,st_114652,23,1,5050 S Kedzie Ave_NA_Chicago_IL_60632,600 MacDade Blvd_NA_Holmes_PA_19043,25,0
kmart 7003,st_115551,kmart 7035,st_115627,27,2,4 E Shawnee Rd_NA_Muskogee_OK_74403,3000 E Main St_NA_Farmington_NM_87402,25,0
kroger 706,st_117158,kroger 716,st_192151,25,1,66900 Gratiot Ave_NA_Richmond_MI_48062,16450 Twenty Six Mile Rd_NA_Macomb_MI_48042,25,0
kum & go 462,st_193145,kum & go 464,st_405055,29,1,2602 MC Clelland Blvd_NA_Joplin_MO_64804,2704 S Campbell Ave_NA_Springfield_MO_65807,25,0
kwik shop 637,st_120126,kwik shop 649,st_120268,30,2,2710 W St_NA_Lincoln_NE_68503,503 S 11th St_NA_Nebraska City_NE_68410,25,0
lees food mart 19,st_061978,lees food mart 20,st_171208,30,2,6745 Cumberland Gap Pkwy_NA_Harrogate_TN_37752,545 Baker Hwy_NA_Huntsville_TN_37756,25,0
li'l cricket 3864,st_329243,li'l cricket 3882,st_329306,27,2,642 Saint Andrews Blvd_NA_Charleston_SC_29407,2904 Wade Hampton Blvd_NA_Taylors_SC_29687,25,0
longs 0509,st_150178,longs 0551,st_150214,27,2,4424 Treat Blvd_NA_Concord_CA_94521,2224 Patterson Rd_NA_Riverbank_CA_95367,25,0
longs 413,st_150102,longs 47,st_149831,21,2,4077 W Clinton Ave_NA_Fresno_CA_93722,801 EAST AVENUE_NA_CHICO_CA_95926,25,0
lucky food mart,st_348854,lucky food mart,st_200415,30,0,665 Campbell Ave_NA_West Haven_CT_6516,425 15th Ave_NA_Rockford_IL_61104,25,0
main street marathon,st_275872,main street market,st_076866,25,5,8 N Union Ave_NA_Alliance_OH_44601,191 SW Main Ct_NA_Warrenton_OR_97146,25,0
marvin's foods 205,st_003114,marvin's foods 212,st_003112,25,2,NA HWY 271 South_NA_Panama_OK_74951,324 N Eastern Ave_NA_Hominy_OK_74035,25,0
mercado la finca,st_337812,mercado latino,st_261429,21,4,879 Villa St_NA_Elgin_IL_60120,5828 Avenue 378_NA_Dinuba_CA_93618,25,0
minit mart 630,st_382201,minit mart 632,st_382203,29,1,680 W Main St_NA_El Paso_IL_61738,103 Radio City Dr_NA_North Pekin_IL_61554,25,0
muhammad iqbal gc,st_305800,muhammed ali gc,st_266409,23,5,305 E Kingsbridge Rd_NA_Bronx_NY_10458,2115 Cortelyou Rd_NA_Brooklyn_NY_11226,25,0
my liquor,st_399328,my liquor bank,st_285021,28,5,6900 Long Beach Blvd_NA_Long Beach_CA_90805,7420 S Central Ave_NA_Los Angeles_CA_90001,25,0
oncue express 110,st_304962,oncue express 127,st_413790,30,2,7101 NW 39th Expy_NA_Bethany_OK_73008,7000 S May Ave_NA_Oklahoma City_OK_73159,25,0
pilot travel center 489,st_422474,pilot travel center 572,st_422479,30,3,4401 32nd Ave S_NA_Grand Forks_ND_58201,3040 220th St_NA_Williams_IA_50271,25,0
pilot travel center 735,st_420878,pilot travel center 739,st_420881,22,1,7112 Interstate 10 W_NA_Orange_TX_77632,2409 S New Rd_NA_Waco_TX_76711,25,0
plaid pantry 171,st_082530,plaid pantry 177,st_082853,29,1,14090 NE Sandy Blvd_NA_Portland_OR_97230,17250 SE McLoughlin Blvd_NA_Milwaukie_OR_97267,25,0
publix 0229,st_129077,publix 0240,st_160367,25,2,709 E 3rd Ave_NA_New Smyrna Beach_FL_32169,1225 US Highway 1_NA_Vero Beach_FL_32960,25,0
publix 504,st_072821,publix 516,st_074247,23,2,4701 Sunray Dr_NA_Holiday_FL_34690,12663 Tamiami Trl E_NA_Naples_FL_34113,25,0
race trac 666,st_260380,race trac 686,st_260385,27,1,7090 Aloma Ave_NA_Winter Park_FL_32792,4530 W State Rd 46_NA_Sanford_FL_32771,25,0
racetrac 139,st_279257,racetrac 2304,st_308209,25,3,1625 Lafayette St_NA_Gretna_LA_70053,1100 Sam Rayburn Hwy_NA_Melissa_TX_75454,25,0
ralphs 190,st_092529,ralphs 212,st_320478,25,3,3443 Saviers Rd_NA_Oxnard_CA_93033,1666 Rosecrans St_NA_San Diego_CA_92106,25,0
rite aid 10073,st_220854,rite aid 10077,st_220855,30,1,212 Main St_NA_Williamstown_MA_1267,52 Pearson Blvd_NA_Gardner_MA_1440,25,0
rite aid 10197,st_078331,rite aid 10205,st_078333,27,3,870 N Main St_Ste 1_Fall River_MA_2720,824 Purchase St_NA_New Bedford_MA_2740,25,0
rite aid 10816,st_109981,rite aid 10817,st_095701,25,1,5999 South Park Ave_NA_HAMBURG_NY_14075,459 S Transit St_NA_Lockport_NY_14094,25,0
rite aid 11115,st_220742,rite aid 11122,st_220744,31,2,833 W Trenton Ave_NA_Morrisville_PA_19067,284 E Lancaster Ave_NA_Wynnewood_PA_19096,25,0
rite aid 11755,st_108535,rite aid 11757,st_108515,27,1,15 N Division St NW_NA_Rome_GA_30165,12075 Highway 92_NA_Woodstock_GA_30188,25,0
rite aid 1249,st_113251,rite aid 1297,st_013020,29,2,50 N Main St_NA_Ellenville_NY_12428,103 N Shady St_NA_Mountain City_TN_37683,25,0
rite aid 1612,st_149360,rite aid 1615,st_149362,25,1,2263 Cedar St_NA_Holt_MI_48842,1004 E Michigan Ave_NA_Lansing_MI_48912,25,0
rite aid 3181,st_024296,rite aid 3182,st_024453,26,1,14973 South Ave_NA_Columbiana_OH_44408,1047 Kenmore Blvd_NA_Akron_OH_44314,25,0
rite aid 3515,st_049047,rite aid 3521,st_067270,25,2,100 Colliers Way_NA_Weirton_WV_26062,1410 Delaware Ave_NA_Buffalo_NY_14209,25,0
rite aid 3565,st_013981,rite aid 3586,st_041639,23,2,224 S Main St_NA_Franklin_KY_42134,111 North Plz_NA_Apollo_PA_15613,25,0
rite aid 5890,st_003998,rite aid 5908,st_004018,25,2,1400 Linda Mar Blvd_NA_Pacifica_CA_94044,20 E 18th St_NA_Antioch_CA_94509,25,0
rite aid 7051,st_016263,rite aid 7084,st_016896,27,2,805 S Montgomery Ave_NA_Sheffield_AL_35660,1430 Quintard Ave_NA_Anniston_AL_36201,25,0
safeway 1263,st_161716,safeway 1287,st_159482,27,2,590 Farrington Hwy_NA_Kapolei_HI_96707,800 NE 3rd Ave_NA_Camas_WA_98607,25,0
sam's mart 93,st_371494,sam's mart 94,st_360451,27,1,5650 Albemarle Rd_NA_Charlotte_NC_28212,1401 N Main St_NA_High Point_NC_27262,25,0
save a lot,st_013157,save a lot,st_131085,27,0,4148 Taylor Blvd_NA_Louisville_KY_40215,651 Squire Rd_NA_Revere_MA_02151,25,0
save a lot,st_137207,save a lot,st_131085,22,0,8000 Schaefer Hwy_NA_Detroit_MI_48228,651 Squire Rd_NA_Revere_MA_02151,25,0
save-a-lot,st_062822,save-a-lot,st_067950,26,0,1311 S Shelby St_NA_Louisville_KY_40217,401 S Main St_NA_Kewanee_IL_61443,25,0
save-a-lot 535,st_120700,save-a-lot 539,st_124456,26,1,7041 Liberty Rd_NA_Gwynn Oak_MD_21207,7100 Darlington Dr_NA_Baltimore_MD_21234,25,0
schwans home service 102540,st_100529,schwans home service 103180,st_101808,29,3,500 Cuttle Rd_NA_Marysville_MI_48040,400 Industrial Dr_NA_Fennimore_WI_53809,25,0
sheetz 308,st_114797,sheetz 309,st_117059,26,1,6758 Greensboro Rd_NA_Ridgeway_VA_24148,1574 Martinsburg Pike_NA_Winchester_VA_22603,25,0
south street market,st_155925,south street mart,st_345046,17,2,47.5 SOUTH STREET_NA_CONCORD_NH_3301,18 South St_NA_Cuba_NY_14727,25,0
speedway 2272,st_280334,speedway 2292,st_235436,27,1,15175 E 13 Mile Rd_NA_Warren_MI_48088,23825 Gratiot Ave_NA_Eastpointe_MI_48021,25,0
speedy q markets 213,st_170181,speedy q markets 238,st_198624,27,2,328 State St_NA_Harbor Beach_MI_48441,2797 Wadhams Rd_NA_Kimball_MI_48074,25,0
spring market 703,st_401510,spring market 706,st_401513,26,1,1506 Main St_NA_Colfax_LA_71417,1005 Texas Ave E_NA_Washkom_TX_75962,25,0
stop and pick,st_282760,stop and save,st_023288,24,4,901 S 22nd St_NA_Tampa_FL_33605,859 Albany Ave_NA_Hartford_CT_06112,25,0
stop in 148,st_270669,stop in 157,st_270668,28,2,2623 Lawn Rd_NA_Meadow Bridge_WV_25976,3354 Lee Hwy_NA_Weyers Cave_VA_24486,25,0
stripes 145,st_255603,stripes 1533,st_347242,28,3,1821 N Bryant Blvd_NA_San Angelo_TX_76903,125 N Fm 1626_NA_Buda_TX_78610,25,0
summit 10,st_344805,summit 2,st_344800,27,2,1908 Hamilton Rd_NA_Lagrange_GA_30241,1000 Avenue E_NA_Westpoint_GA_31833,25,0
sunhouse petroleum llc 03,st_254734,sunhouse petroleum llc 10,st_254735,21,2,3448 Trask Pkwy_NA_Beaufort_SC_29906,2930 Highway 501 E_NA_Aynor_SC_29511,25,0
sunny food mart,st_053101,sunny food mart,st_128138,22,0,902 N Travis Ave_NA_Cameron_TX_76520,1355 Main St S_NA_Tifton_GA_31794,25,0
sunny market,st_152245,sunny market,st_019429,25,0,2700 W Cary St_NA_Richmond_VA_23220,1013 S 14th St_NA_Kingsville_TX_78363,25,0
super discount store,st_139129,super discount store,st_020819,24,0,1920 S State St_NA_Abbeville_LA_70510,889 Guadalupe St_NA_Guadalupe_CA_93434,25,0
super food market,st_323180,super food mart,st_177274,21,2,11607 Sw 216th St_NA_Miami_FL_33170,1726 S Racine Ave_NA_Chicago_IL_60608,25,0
super mart,st_344419,super mart 2,st_406818,22,2,500 W Hondo Ave_NA_Devine_TX_78016,1943 NC 24-87_NA_Cameron_NC_28326,25,0
super saver,st_358115,super saver 4,st_164896,24,2,1631 Sampson St_NA_Westlake_LA_70669,233 N 48th St_NA_Lincoln_NE_68504,25,0
superamerica,st_419330,superamerica,st_419329,27,0,1435 Division St_NA_Waite Park_MN_56387,181 Highway 23 W_NA_Foley_MN_56329,25,0
target store t 1458,st_127114,target store t 1784,st_112826,23,3,19511 Interstate 45_NA_Spring_TX_77388,6419 Skillman St_NA_Dallas_TX_75231,25,0
target store t-0192,st_196437,target store t-0201,st_196440,28,3,12100 Harbor Blvd_NA_Garden Grove_CA_92840,3245 Sports Arena Blvd_NA_San Diego_CA_92110,25,0
terrible's 187,st_231306,terrible's 188,st_231307,27,1,771 S Frontage Rd_NA_Pahrump_NV_89048,7500 W Cheyenne Ave_NA_Las Vegas_NV_89129,25,0
trader joe's 185,st_137865,trader joe's 21,st_113558,23,3,39507 10th St W_NA_Palmdale_CA_93551,1640 Garnet Ave_NA_San Diego_CA_92109,25,0
turkey hill minit markets 200,st_180810,turkey hill minit markets 206,st_074220,29,1,134 S Tulpehocken St_NA_Pine Grove_PA_17963,18 E Water St_NA_Muncy_PA_17756,25,0
united dairy farmers 112,st_109606,united dairy farmers 126,st_102658,28,2,11886 Hamilton Ave_NA_Cincinnati_OH_45231,1788 State Route 125_NA_Amelia_OH_45102,25,0
valero corner store 2742447,st_128591,valero corner store 2742597,st_212819,28,2,5502 Blanco Rd_NA_San Antonio_TX_78216,1922 W 4th St_NA_Freeport_TX_77541,25,0
walgreen 03793,st_012548,walgreen 03836,st_012550,21,3,4510 Trouble Creek Rd_NA_New Port Richey_FL_34652,9332 US Highway 19_NA_Port Richey_FL_34668,25,0
walgreens 07877,st_194563,walgreens 07921,st_195116,25,3,7398 Wooster Pike_NA_Cincinnati_OH_45227,2546 Hooper Ave_NA_Brick_NJ_8723,25,0
walgreens 09972,st_180753,walgreens 09990,st_027370,26,2,1046 Yonkers Ave_NA_Yonkers_NY_10704,71041 Highway 21_NA_Covington_LA_70433,25,0
walgreens 10887,st_188146,walgreens 10889,st_059586,25,1,4 Sanborn Rd_NA_Tilton_NH_3276,2045 Bypass Rd_NA_Winchester_KY_40391,25,0
walgreens 13148,st_266309,walgreens 13149,st_208031,23,1,16950 E Smoky Hill Rd_NA_Aurora_CO_80015,1075 Seven Locks Rd_NA_Potomac_MD_20854,25,0
walgreens 15562,st_362949,walgreens 15571,st_337340,25,2,4009 Old Orchard Rd_NA_Skokie_IL_60076,4501 Airline Dr_NA_Metairie_LA_70001,25,0
walmart 1388,st_121589,walmart 1393,st_135757,29,2,2501 E North St_NA_Kendallville_IN_46755,2203 A Ave W_NA_Oskaloosa_IA_52577,25,0
walmart 821,st_095173,walmart 833,st_121467,21,2,3728 N Prince St_NA_Clovis_NM_88101,1344 IL Highway 1_NA_Carmi_IL_62821,25,0
walmart sc 101,st_119931,walmart sc 1241,st_098133,26,2,500 S Bishop Ave_NA_Rolla_MO_65401,5811 Elmore Ave_NA_Davenport_IA_52807,25,0
walmart sc 101,st_119931,walmart sc 1285,st_129422,25,3,500 S Bishop Ave_NA_Rolla_MO_65401,1940 Venture Dr_NA_Ottumwa_IA_52501,25,0
walmart sc 3232,st_121446,walmart sc 325,st_114038,28,2,7671 S 3800 W_NA_West Jordan_UT_84084,908 Walton Way_NA_Richmond_MO_64085,25,0
walmart sc 820,st_127685,walmart sc 953,st_120576,24,3,2150 Main St_NA_Boonville_MO_65233,1325 Denver Ave_NA_Loveland_CO_80537,25,0
walmart supercenter 1109,st_125554,walmart supercenter 1125,st_089477,26,2,1806 Julia St_NA_Rayville_LA_71269,300 Greenbriar Dr_NA_Normal_IL_61761,25,0
walmart supercenter 353,st_141036,walmart supercenter 3567,st_352220,24,2,2121 Highway 16 S_NA_Graham_TX_76450,3000 N Jackson Rd_NA_Hidalgo_TX_78557,25,0
wawa 331,st_240979,wawa 337,st_241098,29,1,400 S Warwick Rd_NA_Somerdale_NJ_8083,6814 Tilton Rd_NA_Pleasantville_NJ_8232,25,0
wawa 589,st_241023,wawa 595,st_241027,27,2,8118 Ocean Gtwy_NA_Easton_MD_21601,701 Annapolis Rd_NA_Gambrills_MD_21054,25,0
wawa 8032,st_241205,wawa 8044,st_241213,28,2,631 S 25th St_NA_Palmer_PA_18045,600 N West End Blvd_NA_Quakertown_PA_18951,25,0
7 eleven store 35710a,st_389740,7 eleven store 36741a,st_408937,26,3,311 Broadway_NA_New York_NY_10007,14718 Madison Ave_NA_Lakewood_OH_44107,26,0
7-eleven 14324g,st_043475,7-eleven 14336 e,st_156495,30,4,1905 Latham St_NA_Mountain View_CA_94040,77 Newell Rd_NA_Palo Alto_CA_94303,26,0
7-eleven 30097,st_038975,7-eleven 30111,st_204070,27,3,6001 N Western Ave_NA_Chicago_IL_60659,2800 Dundee Rd_NA_Northbrook_IL_60062,26,0
7-eleven 30111,st_204070,7-eleven 30214f,st_021887,27,3,2800 Dundee Rd_NA_Northbrook_IL_60062,1011 Route 28_NA_South Yarmouth_MA_02664,26,0
7-eleven 34250,st_203696,7-eleven 34252,st_203697,25,1,2995 Williams Dr_NA_Georgetown_TX_78628,1403 S Lamar Blvd_NA_Austin_TX_78704,26,0
7-eleven 34827j,st_401543,7-eleven 34832,st_264019,28,3,8100 W McNab Road_NA_N Lauderdale_FL_33068,101 S Oregon Ave_NA_Sanford_FL_32771,26,0
7-eleven convenience store 36262,st_312600,7-eleven convenience store 36273a,st_345603,28,3,13006 W Highway 71_NA_Bee Cave_TX_78738,3550 Far West Blvd_NA_Austin_TX_78731,26,0
7-eleven inc 14863,st_159822,7-eleven inc 15548j,st_190711,26,4,1300 E Nine Mile Rd_NA_Henrico_VA_23075,101 Byrd St_NA_Orange_VA_22960,26,0
7-eleven inc 22686,st_097377,7-eleven inc 23671k,st_050324,27,4,3700 Kecoughtan Rd_NA_Hampton_VA_23669,3251 S Main St_NA_Harrisonburg_VA_22801,26,0
7-eleven inc 34313h,st_224070,7-eleven inc 34512h,st_232985,25,2,639 Colonial Trl E_NA_Surry_VA_23883,4697 John Marshall Hwy_NA_Linden_VA_22642,26,0
admiral shell 5783,st_415900,admiral shell 5808,st_415930,32,3,125 68th Ave S_NA_Coopersville_MI_49404,275 W Muskegon Ave_NA_Muskegon_MI_49440,26,0
american petroleum,st_059891,american petroleum 2,st_264330,24,2,6151 NW 32nd Ave_NA_Miami_FL_33142,2933 Monroe St_NA_Toledo_OH_43606,26,0
angels market,st_028203,angels market inc,st_014705,24,4,2493 S Elm Ave_NA_Fresno_CA_93706,8A Glenway St_NA_Dorchester_MA_02121,26,0
aunt millie's bakery outlet,st_098334,aunt millie's bakery outlet 0,st_070316,26,2,3740 Wilder Rd_NA_Bay City_MI_48706,206 W Ireland Rd_NA_South Bend_IN_46614,26,0
bi-lo 5108,st_099447,bi-lo 5135,st_085233,28,2,8120 S Tryon St_NA_Charlotte_NC_28273,421 Columbia Ave_NA_Lexington_SC_29072,26,0
bj's wholesale club 108,st_026221,bj's wholesale club 109,st_026223,32,1,12200 Atlantic Blvd_NA_Jacksonville_FL_32225,4000 Oakwood Blvd_NA_Hollywood_FL_33020,26,0
bj's wholesale club 189,st_186410,bj's wholesale club 208,st_230892,29,3,25 Shelley Rd_NA_Haverhill_MA_1835,200 Stonehill Dr_NA_Johnston_RI_2919,26,0
bottle house liquor,st_040767,bottle house liquor,st_213444,28,0,4190 E Belmont Ave_NA_Fresno_CA_93702,6018 Norwalk Blvd_NA_Whittier_CA_90606,26,0
carson oil co inc 19,st_280370,carson oil co inc 21,st_282037,28,2,4175 Santiam Hwy SE_NA_Albany_OR_97322,425 Wanapa St_NA_Cascade Locks_OR_97014,26,0
casey's general store 2953,st_252557,casey's general store 2965,st_252573,25,2,400 N Rock Rd_NA_Derby_KS_67037,11931 W Central Ave_NA_Wichita_KS_67212,26,0
caseys general store 0070,st_124988,caseys general store 057,st_124363,29,2,300 E Lincolnway St_NA_Jefferson_IA_50129,108 S 8th St_NA_Eddyville_IA_52553,26,0
circle k 2723456,st_250417,circle k 2723474,st_320650,26,2,2391 Lakeland Dr_NA_Flowood_MS_39232,2035 Hwy 70 W_NA_Goldsboro_NC_27530,26,0
circle k 2727432,st_156437,circle k 2727435,st_156439,24,1,10030 University Blvd_NA_Orlando_FL_32817,3416 Handy Rd_NA_Tampa_FL_33618,26,0
circle k 2729739,st_034206,circle k 2729749,st_034218,29,1,4040 S Nova Rd_NA_Port Orange_FL_32127,3820 Canoe Creek Rd_NA_Saint Cloud_FL_34772,26,0
circle k store 8112,st_234230,circle k store 8115,st_234231,30,1,1611 S Kings Hwy_NA_Myrtle Beach_SC_29577,1306 Red Bank Rd_NA_Goose Creek_SC_29445,26,0
cliff's local market 503,st_215008,cliff's local market 506,st_215011,28,1,1262 Culver Ave_NA_Utica_NY_13501,1305 NYS Route 5_NA_Chittenango_NY_13037,26,0
corner pantry 149,st_307811,corner pantry 154,st_392551,25,2,7527 Garners Ferry Rd_NA_Columbia_SC_29209,11090 Broad River Rd_NA_Irmo_SC_29063,26,0
corner stop,st_024262,corner stop,st_115910,24,0,700 Fleming St_NA_Laurens_SC_29360,11026 Lorain Ave_NA_Cleveland_OH_44111,26,0
cracker barrel 0044,st_301316,cracker barrel 0048,st_301317,27,1,1811 S State St_NA_Abbeville_LA_70510,3030 Perkins Rd_NA_Baton Rouge_LA_70808,26,0
crackerbox 2741782,st_308276,crackerbox 2741794,st_308334,25,2,130 Adam Brown Rd_NA_Pearcy_AR_71964,8822 Stagecoach Rd_NA_Little Rock_AR_72210,26,0
cumberland farms 1275,st_076221,cumberland farms 1282,st_040476,28,2,3400 Mendon Rd_NA_Cumberland_RI_2864,2643 Hartford Ave_NA_Johnston_RI_2919,26,0
cumberland farms 5567,st_086751,cumberland farms 5576,st_086750,24,2,230 York St_NA_York_ME_3909,34 Main St_PO Box 52_North Berwick_ME_3906,26,0
cvs 10529,st_389420,cvs 10546,st_389423,25,2,7111 E Bell Rd_NA_Scottsdale_AZ_85254,1580 Bryan Rd_NA_O Fallon_MO_63366,26,0
cvs pharmacy 2746,st_227568,cvs pharmacy 2755,st_120931,27,2,410 Broad Ave_NA_Leonia_NJ_7605,4314 Locust St_NA_Philadelphia_PA_19104,26,0
cvs pharmacy 4411,st_116205,cvs pharmacy 4418,st_227626,31,1,5501 Park Heights Ave_NA_Baltimore_MD_21215,8501 Fort Smallwood Rd_NA_Pasadena_MD_21122,26,0
cvs pharmacy 5580,st_006124,cvs pharmacy 5589,st_065365,28,1,1941 N Main St_NA_Summerville_SC_29483,46 Watson Rd_NA_St Augustine_FL_32086,26,0
cvs pharmacy 5720,st_134866,cvs pharmacy 5749,st_177319,28,2,110 S Pleasant Ave_NA_Somerset_PA_15501,1845 McClellandtown Rd_NA_Masontown_PA_15461,26,0
cvs pharmacy 9647,st_182198,cvs pharmacy 9655,st_182202,31,2,2037 Verdugo Blvd_NA_Montrose_CA_91020,10208 Balboa Blvd_NA_Granada Hills_CA_91344,26,0
cvs pharmacy inc 4352,st_119050,cvs pharmacy inc 4479,st_119308,26,3,1107 Huntsville Hwy_NA_Fayetteville_TN_37334,1026 West Ave_NA_Crossville_TN_38555,26,0
dion's quik mart 207,st_290826,dion's quik mart 212,st_290831,30,2,6203 Overseas Hwy_NA_Marathon_FL_33050,16 N Krome Ave_NA_Florida City_FL_33034,26,0
dollar express store 4562,st_389265,dollar express store 4624,st_389268,23,2,2390 Lyell Ave_NA_Rochester_NY_14606,1804 W 43rd St_NA_Houston_TX_77018,26,0
dollar general 0481,st_006576,dollar general 0525,st_115360,26,3,24325 Bennett St._NA_Parksley_VA_23421,234 S Waco St_NA_Hillsboro_TX_76645,26,0
dollar general 11152,st_050462,dollar general 11154,st_053217,27,1,952 Cayuga St_NA_Hannibal_NY_13074,1941 HWY 71_NA_Montgomery_LA_71454,26,0
dollar general 16551,st_396433,dollar general 16565,st_396443,24,2,9070 Highway 63_NA_Rison_AR_71665,3436 S Main Ave_NA_Goldsby_OK_73093,26,0
