store1id,store1name,store2name,store2name_1,address_distence,name_distance,address1,address2,add_dist,dup
mother's nutritional center 603,st_311620,mother's nutritional center 604,st_311621,30,1,108 S Market St_NA_Inglewood_CA_90301,7132 Van Nuys Blvd_NA_Van Nuys_CA_91405,27,0
mr mart 11,st_343726,mr mart 15,st_343730,31,1,1498 Transmitter Rd_NA_Panama City_FL_32401,2999 Jefferson St_NA_Marianna_FL_32446,27,0
new hop lung market,st_016091,new hope market,st_134520,28,5,878 Webster St_NA_Oakland_CA_94607,5220 New Hope Rd_NA_Grants Pass_OR_97527,27,0
oncue express 111,st_315477,oncue express 116,st_355448,34,1,3601 N Flood_NA_Norman_OK_73069,3901 N W Expressway_NA_Oklahoma City_OK_73112,27,0
oriental market,st_183854,oriental market,st_013764,27,0,627 Hargrove Rd E_NA_Tuscaloosa_AL_35401,1670 Pass Rd Ste D_NA_Biloxi_MS_39531,27,0
pamida 237,st_205300,pamida 248,st_205333,27,2,404 E Highway 20_NA_Oneill_NE_68763,2105 Lazelle St_NA_Sturgis_SD_57785,27,0
pamida 282,st_175525,pamida 30,st_208942,28,3,500 W 9th St N_NA_Ladysmith_WI_54848,601 Division Ave S_NA_Cavalier_ND_58220,27,0
papa murphy's pizza al029,st_411127,papa murphy's pizza ar025,st_399478,28,2,283 Cox Creek Pkwy_NA_Florence_AL_35630,2307 S Zero St_NA_Fort Smith_AR_72901,27,0
papa murphys ca281,st_315453,papa murphys ia023,st_309980,26,4,N 901 Carpenter Rd_NA_Modesto_CA_95351,2813 5th Ave S_NA_Fort Dodge_IA_50501,27,0
papa murphys mo-011,st_175470,papa murphys mo-025,st_009465,30,2,7713 State Line Rd_NA_Kansas City_MO_64114,331 N Main St_NA_Sikeston_MO_63801,27,0
papa murphys pizza il058,st_205987,papa murphys pizza ks014,st_063260,19,4,1807 Broadway St_NA_Pekin_IL_61554,1636 N Rock Rd_Ste 250_Derby_KS_67037,27,0
pick 'n save 6408,st_031919,pick 'n save 6410,st_033421,27,2,1010 22ND ST_NA_TWO RIVERS_WI_54241,515 N Milwaukee St_NA_Waterford_WI_53185,27,0
plaid pantry 099,st_078687,plaid pantry 125,st_080118,31,3,1340 Thatcher Rd_NA_Forest Grove_OR_97116,11150 SE Division St_NA_Portland_OR_97266,27,0
publix 1079,st_001714,publix 1083,st_145398,28,2,4567 Weston Rd_NA_Weston_FL_33331,1190 University Blvd_NA_Tuscaloosa_AL_35401,27,0
publix 1079,st_001714,publix 1098,st_001643,32,2,4567 Weston Rd_NA_Weston_FL_33331,5645 N Atlantic Ave_NA_Cocoa Beach_FL_32931,27,0
quickstop,st_037514,quickstop 6,st_377640,29,2,805 Lakeview Dr_NA_Rossville_GA_30741,600 N Royal Ave_NA_Florence_AL_35630,27,0
quiktrip 559,st_162277,quiktrip 580,st_145424,24,2,4024 Fleur Dr_NA_Des Moines_IA_50321,6045 L St_NA_Omaha_NE_68117,27,0
quiktrip 734,st_238921,quiktrip 735,st_268247,27,1,6901 Peachtree Industrial Blvd_NA_Doraville_GA_30340,3229 Peachtree Corners Cir_NA_Norcross_GA_30092,27,0
ralphs 235,st_120295,ralphs 291,st_073678,29,2,659 E Palomar St_NA_Chula Vista_CA_91911,4760 W Pico Blvd_NA_Los Angeles_CA_90019,27,0
reyes deli grocery,st_011804,reyes grocery,st_033604,27,5,1526 Bushwick Ave_NA_Brooklyn_NY_11207,1000 Oley St_NA_Reading_PA_19604,27,0
rice grocery,st_080114,rice's grocery,st_023854,25,2,751 Douglas Rd_NA_Stanton_TN_38069,1161 KY Highway 484_NA_Buckhorn_KY_41721,27,0
rite aid 1525,st_012174,rite aid 1575,st_149342,25,1,53 S Maple St_NA_Grant_MI_49327,1470 Tittabawassee Rd_NA_Saginaw_MI_48604,27,0
rite aid 3919,st_013945,rite aid 3946,st_142146,30,2,297 Terrell Ln_NA_Barbourville_KY_40906,28 Park St_NA_Rockland_ME_4841,27,0
rite aid 4553,st_132043,rite aid 4564,st_149443,25,2,2 W Main St_NA_Claxton_GA_30417,531 W Genesee Ave_NA_Saginaw_MI_48602,27,0
rite aid 5317,st_005192,rite aid 5323,st_004775,26,2,101 N Ely St_NA_Kennewick_WA_99336,14625 SW Allen Blvd_NA_Beaverton_OR_97007,27,0
rite aid 5572,st_002468,rite aid 5586,st_001109,34,2,1505 W Olive Ave_NA_Burbank_CA_91506,9650 Baseline Rd_NA_Rancho Cucamonga_CA_91701,27,0
rite aid 5684,st_001263,rite aid 5700,st_001136,31,3,111 S Sunrise Way_NA_Palm Springs_CA_92262,4013 Phelan Rd_NA_Phelan_CA_92371,27,0
rite aid 7195,st_013013,rite aid 7198,st_013012,14,1,3476 POPLAR AVE_NA_MEMPHIS_TN_38111,4212 Elvis Presley Blvd_NA_Memphis_TN_38116,27,0
rite aid 7198,st_013012,rite aid 7205,st_013010,29,3,4212 Elvis Presley Blvd_NA_Memphis_TN_38116,7570 W Farmington Blvd_NA_Germantown_TN_38138,27,0
road ranger 254,st_209409,road ranger 255,st_209410,33,1,1992 Harrodsburg Rd_NA_Lawrenceburg_KY_40342,995 Clermont Rd._NA_Clermont_KY_40110,27,0
rocky top market 103,st_189267,rocky top market 114,st_189282,29,2,1190 Oak Ridge Tpke_NA_Oak Ridge_TN_37830,101 1st St_NA_Kingston_TN_37763,27,0
s & r grocery,st_135774,s & r grocery,st_144379,25,0,8140 Cahalan St_NA_Detroit_MI_48209,29 GA Highway 97_NA_Camilla_GA_31730,27,0
safeway 548,st_159434,safeway 557,st_120913,27,2,44428 Sterling Hwy_NA_Soldotna_AK_99669,611 N Spruce St_NA_Ogallala_NE_69153,27,0
sam's market,st_057414,sam's market,st_121402,26,0,16102 Inglewood Ave_NA_Lawndale_CA_90260,2330 E Fairmount Ave_NA_Baltimore_MD_21224,27,0
save a lot,st_001002,save a lot,st_024972,30,0,103 SE 17th Ave_NA_Mineral Wells_TX_76067,2402 E 13th St N_NA_Wichita_KS_67214,27,0
save a lot,st_092229,save a lot,st_024972,27,0,1232 Lincoln Rd_NA_Allegan_MI_49010,2402 E 13th St N_NA_Wichita_KS_67214,27,0
save-a-lot 125,st_032696,save-a-lot 140,st_120607,25,2,4622 S Orange Blossom Trl_NA_Orlando_FL_32839,820 S State Road 7_NA_Hollywood_FL_33023,27,0
save-a-lot 270,st_129383,save-a-lot 280,st_025991,27,1,919 E Caswell St_NA_Wadesboro_NC_28170,63 N Union Ave_NA_Lansdowne_PA_19050,27,0
shop rite 63,st_120004,shop rite 73,st_090715,27,1,4886 Highway 1_NA_Mathews_LA_70375,1110 N University Ave_NA_Lafayette_LA_70506,27,0
speedway 3535 3535,st_269359,speedway 3547 3547,st_269360,28,4,838 State Route 97 W_NA_Bellville_OH_44813,7837 E Lincoln Hwy_NA_Lima_OH_45801,27,0
speedy mart,st_055087,speedy mart,st_124253,32,0,1475 S Champion Ave_NA_Columbus_OH_43207,147 Holmes St_NA_Frankfort_KY_40601,27,0
star market,st_005071,star market,st_403111,29,0,801 N Alma Ave_NA_Los Angeles_CA_90063,311 Bank St_NA_Fall River_MA_2720,27,0
stop and deli,st_355790,stop and go,st_293023,29,4,6414 Woodside Ave_NA_Woodside_NY_11377,637 E Main St_NA_Bridgewater_NJ_8807,27,0
stop n shop market,st_403780,stop n shop market,st_362165,28,0,210 W 4th Ave_NA_Bristow_OK_74010,1670 E Parkway_NA_Gatlinburg_TN_37738,27,0
store 24 19,st_108959,store 786,st_032980,26,5,111 Arsenal St_NA_Watertown_MA_02472,487 Burnside Ave_NA_East Hartford_CT_06108,27,0
stripes 2171,st_112675,stripes 2196,st_012308,30,2,1400 Military Rd_NA_Brownsville_TX_78520,702 E US HWY 281_NA_LOS INDIOS_TX_78567,27,0
sunoco 2331,st_114096,sunoco 2357,st_114181,27,2,55 Race St_NA_Milton_PA_17847,1205 Lynn Garden Dr_NA_Kingsport_TN_37665,27,0
sunoco 2579 2579,st_216131,sunoco 2587 2587,st_216138,29,4,2483 Tamiami Trl_NA_Port Charlotte_FL_33952,6988 Beneva Rd_NA_Sarasota_FL_34238,27,0
sunoco 7200,st_084323,sunoco 7271,st_259997,32,2,3200 Richmond St_NA_Philadelphia_PA_19134,506 S 4th St_NA_Youngwood_PA_15697,27,0
super value plus produce #10,st_236227,super value plus produce 15,st_236236,34,2,6106 Vineland Ave_NA_North Hollywood_CA_91606,619 W 9th Ave_NA_Escondido_CA_92025,27,0
sweetbay supermarket 1920,st_121314,sweetbay supermarket 1927,st_020060,23,1,17649 Gunn Hwy_NA_Odessa_FL_33556,2400 Immokalee Rd_NA_Naples_FL_34110,27,0
target 1011,st_016379,target 1013,st_016376,32,1,8290 Transit Rd_NA_Williamsville_NY_14221,2626 Delaware Ave_NA_Buffalo_NY_14216,27,0
target 1057,st_016378,target 1156,st_016629,29,2,5622 Amanda Ln_NA_Orchard Park_NY_14127,7500 Commons Blvd_NA_Victor_NY_14564,27,0
target 2249,st_045277,target 2267,st_045278,26,2,20 W Main St_NA_Ansonia_CT_6401,41 Robert Dr_NA_South Easton_MA_2375,27,0
the filling station 22,st_296568,the filling station 46,st_105181,31,2,1108 S Highway 65 82_NA_Lake Village_AR_71653,309 S Gould Ave_NA_Gould_AR_71643,27,0
tiger market 213,st_238095,tiger market 232,st_238117,28,2,3400 W End Ave_NA_Nashville_TN_37203,810 S Cumberland St_NA_Lebanon_TN_37087,27,0
tops 207,st_067135,tops 239,st_106055,29,2,3035 Niagara Falls Blvd_NA_Amherst_NY_14228,1740 Sheridan Dr_NA_Buffalo_NY_14223,27,0
trader joe's 198,st_018343,trader joe's 202,st_033682,26,3,7514 Redwood Blvd_NA_Novato_CA_94945,17035 Laurel Rd_NA_Morgan Hill_CA_95037,27,0
trader joe's 44,st_136813,trader joe's 46,st_136814,31,1,11114 Balboa Blvd_NA_Granada Hills_CA_91344,2114 N Tustin St_NA_Orange_CA_92865,27,0
travelcenters of america 014,st_274219,travelcenters of america 033,st_274222,27,2,202 N Motel Blvd_NA_Las Cruces_NM_88005,409 Hwy 149 N_NA_Earle_AR_72331,27,0
turkey hill mini market 227,st_197404,turkey hill minit market 197,st_197400,29,3,4850 Union Deposit Rd_NA_Harrisburg_PA_17111,100 W Main St_NA_Palmyra_PA_17078,27,0
united grocery outlet 10,st_039537,united grocery outlet 15,st_089917,33,1,4758 Highway 58_NA_Chattanooga_TN_37416,722 Smithville Hwy_NA_McMinnville_TN_37110,27,0
village store,st_169483,"village store, the",st_105070,25,5,3191 Hicks Rd SW_NA_Marietta_GA_30060,803 MAIN ST_NA_HAWKINS_WI_54530,27,0
walgreen 06262,st_012748,walgreen 06391,st_008592,27,3,3501 Forest Dr_NA_Columbia_SC_29204,5702 Lee Vista Blvd_NA_Orlando_FL_32822,27,0
walgreens 05056,st_020895,walgreens 05074,st_238164,24,2,4830 Grand Ave_NA_Gurnee_IL_60031,55 Westchester Sq_NA_Bronx_NY_10461,27,0
walgreens 6491,st_122339,walgreens 6502,st_129205,25,3,1351 W Prince Rd_NA_Tucson_AZ_85705,23958 Hesperian Blvd_NA_Hayward_CA_94541,27,0
walgreens 7994,st_052240,walgreens 7995,st_040034,30,1,2595 Peachtree Pkwy_NA_Cumming_GA_30041,4765 Redan Rd_NA_Stone Mountain_GA_30088,27,0
walmart 5847,st_307365,walmart 617,st_121546,25,3,1950 Anderson Hwy_NA_Powhatan_VA_23139,757 W Wolfe St_NA_Sullivan_IN_47882,27,0
walmart s/c 2755,st_101858,walmart s/c 2760,st_101857,25,2,5341 Lakeland Dr_NA_Flowood_MS_39232,4206 N College Ave_NA_Jackson_AL_36545,27,0
walmart s/c 660,st_077557,walmart s/c 675,st_078244,32,2,517 Avalon Ave_NA_Muscle Shoals_AL_35661,1601 W Reelfoot Ave_NA_Union City_TN_38261,27,0
walmart store 1756,st_118652,walmart store 1979,st_119242,26,3,17251 Foothill Blvd_NA_Fontana_CA_92335,15960 Dam Rd_NA_Clearlake_CA_95422,27,0
walmart supercenter 397,st_096132,walmart supercenter 413,st_154989,29,3,1200 E Jackson Ave_NA_McAllen_TX_78503,1401 WEST HWY 100_NA_PORT ISABEL_TX_78578,27,0
walmart supercenter 812,st_141291,walmart supercenter 823,st_099522,29,2,2003 S Dumas Ave_NA_Dumas_TX_79029,1101 E Prospect Ave_NA_Ponca City_OK_74601,27,0
wawa 239,st_240866,wawa 274,st_240884,27,2,2306 MacDade Blvd_NA_Holmes_PA_19043,3650 Pottsville Pike_NA_Reading_PA_19605,27,0
wawa 395,st_240923,wawa 396,st_240938,27,1,100 Berlin Cross Keys Rd_NA_Berlin_NJ_08009,112 Edgewood Ave_NA_Bellmawr_NJ_08031,27,0
wawa 826,st_241118,wawa 829,st_241120,30,1,3448 Naamans Rd_NA_Wilmington_DE_19810,1 Salem Village Sq_NA_Newark_DE_19713,27,0
white oak station llc 10 10,st_413218,white oak station llc 4 4,st_423305,24,4,3200 Green Mountain Dr_NA_Branson_MO_65616,401 S Pine St_NA_Harrison_AR_72601,27,0
wholesale food outlet,st_074861,wholesale meat outlet,st_111502,30,4,400 S Oak St_NA_Mount Carmel_PA_17851,69 Sycamore St_NA_Gallipolis_OH_45631,27,0
winn dixie 2235,st_160212,winn dixie 2249,st_153092,25,2,2415 E Colonial Dr_NA_Orlando_FL_32803,1229A Providence Blvd_NA_Deltona_FL_32725,27,0
winn dixie 639,st_074331,winn dixie 640,st_085701,26,2,8438 N Armenia Ave_NA_Tampa_FL_33604,1296 County Road 1_NA_Dunedin_FL_34698,27,0
winn-dixie 476,st_099320,winn-dixie 543,st_078553,25,3,7050 84 BYPASS_NA_ENTERPRISE_AL_36330,1952 W Dallas Ave_NA_Selma_AL_36701,27,0
xpress pantry,st_311778,xpress stop,st_129174,25,5,221 N Fulton Ave_NA_Evansville_IN_47710,5303 Cameron Rd_NA_Austin_TX_78723,27,0
7-eleven #33094a,st_208382,7-eleven #33337a,st_129516,28,3,480 Rockaway Tpke_NA_Lawrence_NY_11559,125 Loudon Rd_NA_Concord_NH_3301,28,0
7-eleven 10955h,st_390507,7-eleven 11056h,st_097421,31,3,114 Ryders Ln_NA_Milltown_NJ_08850,225 N South St_NA_Petersburg_VA_23803,28,0
7-eleven 22085d,st_128510,7-eleven 22141a,st_412857,25,4,239 N Dupont Blvd_1406_Smyrna_DE_19977,1268 Aurora Rd_NA_Melbourne_FL_32935,28,0
7-eleven 22089e,st_348372,7-eleven 22150 b,st_077302,28,5,1107 S Bertelsen Rd_NA_Eugene_OR_97402,4012 White Ln_NA_Bakersfield_CA_93309,28,0
7-eleven 28317h,st_077154,7-eleven 28552a,st_152820,29,4,15 W Main St_NA_Wardensville_WV_26851,203 S Stuart Ave_NA_Elkton_VA_22827,28,0
7-eleven 30012b,st_386080,7-eleven 30015,st_161160,31,2,4831 Tamiami Trl E_NA_Naples_FL_34112,11885 Biscayne Blvd_NA_North Miami_FL_33181,28,0
7-eleven 33538h,st_382138,7-eleven 33547a,st_027094,25,3,600 W Union Ave_NA_Bound Brook_NJ_8805,1544 E 4th St_NA_Ontario_CA_91764,28,0
7-eleven 34792,st_264238,7-eleven 34802,st_264250,28,2,3601 W Hillsboro Blvd_NA_Deerfield Beach_FL_33442,3325 NW Federal Hwy_NA_Jensen Beach_FL_34957,28,0
7-eleven 34894a,st_338990,7-eleven 34980a,st_398432,29,3,21850 S Tamiami Trl_NA_Estero_FL_33928,4231 Hollywood Blvd_NA_Hollywood_FL_33021,28,0
7-eleven 35661h,st_311957,7-eleven 35673a,st_337401,26,3,3613 S Lane Ave_NA_Jacksonville_FL_32210,2601 Centreville Rd_NA_Centreville_MD_21617,28,0
7-eleven 39752,st_259465,7-eleven 405,st_115568,26,4,2271 W 128th Ave_NA_Denver_CO_80234,2523 Parkway_NA_LUBBOCK_TX_79403,28,0
7-eleven 411,st_115608,7-eleven 50,st_102909,26,3,8126 University Ave_NA_Lubbock_TX_79423,900 Cass Ave_NA_Bay City_MI_48708,28,0
7-eleven store 26590f,st_134773,7-eleven store 26923g,st_312063,30,4,4251 NE Antioch Rd_NA_Kansas City_MO_64117,610 Jungermann Rd_NA_Saint Peters_MO_63376,28,0
7-eleven#11241d,st_202755,7-eleven#22644b,st_202753,30,5,358 Mooney Pond Rd_NA_Farmingville_NY_11738,1050 Old Country Rd_NA_Riverhead_NY_11901,28,0
7-eleven#15837f,st_202757,7-eleven#16869,st_202743,29,4,397 Montauk Hwy_NA_East Quogue_NY_11942,1670 Middle Country Rd_NA_Ridge_NY_11961,28,0
99 cents only stores 149,st_120903,99 cents only stores 198,st_133388,26,2,12170 Central Ave_NA_Chino_CA_91710,23829 El Toro Rd_NA_Lake Forest_CA_92630,28,0
alco discount store 391,st_293093,alco discount store 400,st_208334,30,3,1004 E Main St_NA_Hamilton_TX_76531,1006 W Pipestone Ave_NA_Flandreau_SD_57028,28,0
aldi 118,st_415618,aldi 119,st_412910,31,1,17395 US Highway 441_NA_Mount Dora_FL_32757,3773 NW 13th St_NA_Gainesville_FL_32609,28,0
aldi 58,st_094486,aldi 59,st_230996,33,1,1700 N Lincoln St_NA_Greensburg_IN_47240,1700 County Route 64_NA_Horseheads_NY_14845,28,0
bashas' 55,st_160310,bashas' 85,st_096398,25,1,275 N Tegner_#17_Wickenburg_AZ_85358,1920 W Chandler Blvd_NA_Chandler_AZ_85224,28,0
bimbo bakeries 6533,st_079237,bimbo bakeries 6538,st_078363,28,1,1055 Lynn Garden Dr_NA_Kingsport_TN_37665,1870 S Oates St_NA_Dothan_AL_36301,28,0
bimbo bakeries 8668,st_065723,bimbo bakeries 8741,st_095163,25,3,99 W Nyack Rd_NA_Nanuet_NY_10954,1721 Harrison Ave_NA_Elkins_WV_26241,28,0
bottom dollar food 2984,st_322941,bottom dollar food 2988,st_284882,28,1,215 S Broad St_NA_Woodbury_NJ_08096,5239 Brownsville Rd_NA_Pittsburgh_PA_15236,28,0
braum's 118,st_008051,braum's 121,st_008668,28,2,800 E Lindsey St_NA_Norman_OK_73071,1301 New York Ave_NA_Arlington_TX_76010,28,0
braum's 141,st_008716,braum's 156,st_008275,28,2,1305 W Henderson St_NA_Cleburne_TX_76033,11503 E 76th St N_NA_Owasso_OK_74055,28,0
braum's 164,st_008725,braum's 169,st_078543,35,1,2304 Kemp Blvd_NA_Wichita Falls_TX_76309,2201 N Rock Rd_NA_Derby_KS_67037,28,0
braums 204,st_078167,braums 248,st_132185,29,2,2807 N Main St_NA_Hutchinson_KS_67502,325 S Garrison Ave_NA_Carthage_MO_64836,28,0
bruno's 310,st_078240,bruno's 5,st_113259,28,3,306 University Blvd S_NA_Mobile_AL_36609,2747 Bell Rd_NA_Montgomery_AL_36117,28,0
casey's general store 1764,st_070373,casey's general store 1766,st_070375,32,1,911 Morrissey Dr_NA_Bloomington_IL_61701,1671 S Taylorville Rd_NA_Decatur_IL_62521,28,0
casey's general store 1934,st_087062,casey's general store 1950,st_086346,25,2,550 W Cornhusker Hwy_NA_Lincoln_NE_68521,217 6th Ave_NA_Grinnell_IA_50112,28,0
casey's general store 1999,st_260144,casey's general store 2014,st_090528,28,4,304 W Clinton St_NA_Rushville_IL_62681,2206 2nd Ave N_NA_Fort Dodge_IA_50501,28,0
casey's general store 3210,st_320997,casey's general store 3240,st_320998,31,1,4400 128th St_NA_Urbandale_IA_50323,1200 Southtown Blvd_NA_Owensboro_KY_42301,28,0
chevron 1749,st_377136,chevron 1765,st_375322,31,2,1890 Prairie City Rd_NA_Folsom_CA_95630,10023 S de Anza Blvd_NA_Cupertino_CA_95014,28,0
chevron food mart,st_256375,chevron food mart,st_403489,29,0,3100 Moreland Ave_NA_Conley_GA_30288,203 E College St_NA_Columbiana_AL_35051,28,0
circle k 1248,st_010006,circle k 126,st_024075,29,2,237 W 3rd St_NA_Dallas City_IL_62330,419 Eastern Blvd_NA_Clarksville_IN_47129,28,0
circle k 2721530,st_234369,circle k 2721533,st_234367,25,1,314 Highway 82_NA_Winona_MS_38967,1802 EAST UNIVERSITY_NA_OXFORD_MS_38655,28,0
circle k 2721606,st_257297,circle k 2721620,st_161925,27,2,905 E Santa Fe St_NA_Gardner_KS_66030,3554 E Indian School Rd_NA_Phoenix_AZ_85018,28,0
circle k 2723313,st_062236,circle k 2723340,st_058363,27,2,3951 State Highway 365_NA_Alto_GA_30510,78 S Main St_NA_Cleveland_GA_30528,28,0
circle k 2723325,st_251561,circle k 2723337,st_057247,26,2,9737 3rd Street Rd_NA_Louisville_KY_40272,5425 Highway 53 E_NA_Dawsonville_GA_30534,28,0
circle k 2725165,st_131108,circle k 2725168,st_131111,13,1,3510 Thomasville Rd_NA_Tallahassee_FL_32309,813 LAKE BRADFORD RD_NA_TALLAHASSEE_FL_32304,28,0
circle k 2725914,st_129294,circle k 2726003,st_243262,28,4,8325 W Deer Valley Rd_NA_Peoria_AZ_85382,29955 Haun Rd_NA_Sun City_CA_92586,28,0
circle k 5356,st_110004,circle k 5367,st_007276,28,2,141 W Main St_NA_Crooksville_OH_43731,1786 Washington Rd_NA_Thomson_GA_30824,28,0
citgo food mart,st_211070,citgo food mart,st_241668,28,0,2733 Braselton Highway_NA_Dacula_GA_30019,5647 Highway 85_NA_Riverdale_GA_30274,28,0
clarks pump n shop 14,st_134348,clarks pump-n-shop 9,st_109917,30,4,603 5th Ave_NA_Huntington_WV_25701,5742 McClellan Hwy_NA_Branchland_WV_25506,28,0
community store,st_001628,community store,st_127525,23,0,312 Main St_NA_Frederick_SD_57441,1355 Exchange St_Ste 1_Astoria_OR_97103,28,0
convenient food mart 059,st_054043,convenient food mart 16,st_003960,26,3,18121 Euclid Ave_NA_Cleveland_OH_44112,69 S Main St_NA_Carbondale_PA_18407,28,0
country mart 2424,st_088755,country mart 2479,st_155806,30,2,1618 Saint Francis St_NA_Kennett_MO_63857,125 W Karsch Blvd_NA_Farmington_MO_63640,28,0
cumberland farms 3462,st_204304,cumberland farms 3499,st_204312,35,2,5 Liberty Sq_NA_South Weymouth_MA_2190,831 Washington St_NA_Braintree_MA_2184,28,0
cvs 1751,st_019428,cvs 1758,st_213861,28,1,2170 White Bear Ave N_NA_Saint Paul_MN_55109,5408 Whittaker Rd_NA_Ypsilanti_MI_48197,28,0
cvs 6798,st_111124,cvs 6833,st_110623,31,3,110 E Lagrange Rd_NA_Hanover_IN_47243,630 Berkshire Blvd_NA_East Alton_IL_62024,28,0
cvs pharmacy 1134,st_113203,cvs pharmacy 1169,st_135303,35,2,715 Bedford Rd_NA_Mount Kisco_NY_10549,44 N Central Ave_NA_Valley Stream_NY_11580,28,0
cvs pharmacy 3636,st_148892,cvs pharmacy 3642,st_148848,24,2,1719 SE Lake Weir Ave_NA_Ocala_FL_34471,7030 S Jog Rd_NA_Lake Worth_FL_33467,28,0
cvs pharmacy 4065,st_154352,cvs pharmacy 4091,st_103340,27,2,858 N Sunset Ave_NA_La Puente_CA_91744,7404 Church St_NA_Swissvale_PA_15218,28,0
cvs pharmacy 4285,st_223127,cvs pharmacy 431,st_133782,29,3,21550 Timberlake Rd_NA_Lynchburg_VA_24502,200 Shrewsbury Plz_NA_Shrewsbury_NJ_7702,28,0
cvs pharmacy 686,st_110459,cvs pharmacy 6902,st_193229,28,3,178 Washington St_NA_Braintree_MA_2184,1218 E Lancaster Ave_NA_Bryn Mawr_PA_19010,28,0
cvs pharmacy 6972,st_190868,cvs pharmacy 6997,st_111393,25,2,13000 Tanja King Blvd_NA_Orlando_FL_32828,26 E Main St_NA_Pawling_NY_12564,28,0
cvs pharmacy 712,st_148952,cvs pharmacy 7132,st_061681,26,1,294 9th St S_NA_Naples_FL_34102,3015 Lincoln Hwy_NA_Thorndale_PA_19372,28,0
cvs pharmacy 7208,st_039617,cvs pharmacy 7217,st_251784,33,2,230 East Rd_NA_Glendale Heights_IL_60137,4715 Rice Rd_NA_Tuscaloosa_AL_35406,28,0
cvs pharmacy 8601,st_186052,cvs pharmacy 8608,st_026436,32,1,12290 College Blvd_NA_Overland Park_KS_66210,4645 Shawnee Dr_NA_Kansas City_KS_66106,28,0
cvs pharmacy 9588,st_182060,cvs pharmacy 9589,st_182062,32,1,15103 Hawthorne Blvd_NA_Lawndale_CA_90260,12221 Carson St_NA_Hawaiian Gardens_CA_90716,28,0
cvs pharmacy 9603,st_182067,cvs pharmacy 9605,st_182072,32,1,201 N Los Angeles St_NA_Los Angeles_CA_90012,10181 Reseda Blvd_NA_Northridge_CA_91324,28,0
cvs/ pharmacy inc 4820,st_276956,cvs/ pharmacy inc 4880,st_276958,26,1,NA HWY 287 & 1ST STREET_NA_DUMAS_TX_79029,805 W BUSINESS HWY_NA_DECATUR_TX_76234,28,0
d & w 1576,st_022877,d & w 1577,st_022878,32,1,2181 Wealthy St SE_NA_Grand Rapids_MI_49506,9375 Cherry Valley Ave SE_NA_Caledonia_MI_49316,28,0
deals 3435,st_023107,deals 3880,st_062734,27,3,1900 E Markland Ave_NA_Kokomo_IN_46901,4044 Northpoint Blvd_NA_Waukegan_IL_60085,28,0
dollar express store 8776,st_389131,dollar express store 8790,st_389136,30,2,3707 W Shields Ave_NA_Fresno_CA_93722,1425 N Farmersville Blvd_NA_Farmersville_CA_93223,28,0
dollar general 1004,st_147209,dollar general 10046,st_016691,31,1,389 McCurdy Ave N_NA_Rainsville_AL_35986,448 N Griffin Ave_NA_Attapulgus_GA_39815,28,0
dollar general 10280,st_022918,dollar general 10289,st_022915,31,1,2053 S Main St_NA_Bellefontaine_OH_43311,2150 Wales Rd NE_NA_Massillon_OH_44646,28,0
dollar general 10337,st_028939,dollar general 10340,st_016693,26,2,2480 Highway 60 E_NA_Windom_MN_56101,1769 Alexandria Dr_NA_Lexington_KY_40504,28,0
dollar general 10932,st_037763,dollar general 10935,st_044723,26,1,4620 50th Street_NA_Lubbock_TX_79414,2366 HIGHWAY 258_NA_KINSTON_NC_28504,28,0
dollar general 11228,st_171677,dollar general 11243,st_204311,25,2,1221 Paul Maillard Rd_NA_Luling_LA_70070,1502 S Post Rd_NA_Shelby_NC_28152,28,0
dollar general 12428,st_247141,dollar general 12449,st_247133,25,2,7617 Augusta Rd_NA_Piedmont_SC_29673,2720 Southmore Ave_NA_Pasadena_TX_77502,28,0
dollar general 13023,st_280248,dollar general 13053,st_290048,27,1,2810 Highway 15_NA_Whitesburg_KY_41858,3628 Benson Rd_NA_Garner_NC_27529,28,0
dollar general 1347,st_146192,dollar general 13499,st_297597,28,2,250 N Moonlight Rd_NA_Gardner_KS_66030,420 S O'Neill St_NA_Rush City_MN_55069,28,0
dollar general 13548,st_305361,dollar general 13575,st_359765,25,2,1923 Miranda Rd_NA_Charlotte_NC_28216,25720 Fairview Ave_NA_Hemet_CA_92544,28,0
dollar general 17498,st_418975,dollar general 17500,st_423645,30,3,3950 US Highway 31_NA_Verbena_AL_36091,12459 E Route 17_NA_Grant Park_IL_60940,28,0
dollar general 3027,st_021850,dollar general 3046,st_021849,32,2,2406 Locust St S_NA_Canal Fulton_OH_44614,884 E Sandusky Ave_NA_Bellefontaine_OH_43311,28,0
dollar general 4543,st_144925,dollar general 4545,st_025363,26,1,1200 E Morgan St_NA_Kokomo_IN_46901,286 Three Springs Dr_NA_Weirton_WV_26062,28,0
dollar general 4649,st_152733,dollar general 4664,st_152179,30,2,1206 N 5th St_NA_Hartsville_SC_29550,421 Delaware St_NA_Leavenworth_KS_66048,28,0
dollar general 6050,st_000914,dollar general 6076,st_003434,26,2,8405 Rochester Rd_NA_Gasport_NY_14067,7925 Edmund Hwy_NA_Pelion_SC_29123,28,0
dollar general 6729,st_023132,dollar general 6747,st_016747,25,2,1289 Claremont Ave_NA_Ashland_OH_44805,1801 Club Manor Dr_NA_Maumelle_AR_72113,28,0
