,store1id,store1name,store2name,store2name,address_distence,name_distance,
556,cvs 6554,st_112868,cvs 6556,st_112918,21,1,
557,cvs 6602,st_190525,cvs 6608,st_190526,37,1,
558,cvs 6798,st_111124,cvs 6833,st_110623,31,3,
559,cvs 6849,st_126384,cvs 6897,st_111036,29,2,
560,cvs 7103,st_317131,cvs 7110,st_002165,32,2,
561,cvs 7370,st_005072,cvs 7635,st_190597,32,3,
562,cvs 833,st_187291,cvs 834,st_187295,25,1,
563,cvs 8495,st_258775,cvs 8529,st_026278,28,3,
564,cvs 8946,st_256326,cvs 8980,st_217852,27,2,
565,cvs pharmacy 10641,st_412966,cvs pharmacy 10764,st_412974,33,2,
566,cvs pharmacy 10764,st_412974,cvs pharmacy 10811,st_412975,32,3,
567,cvs pharmacy 10913,st_411949,cvs pharmacy 10995,st_411966,30,2,
568,cvs pharmacy 1134,st_113203,cvs pharmacy 1169,st_135303,35,2,
569,cvs pharmacy 1179,st_240046,cvs pharmacy 1180,st_240047,17,2,
570,cvs pharmacy 1385,st_133928,cvs pharmacy 1408,st_133929,12,3,
571,cvs pharmacy 1415,st_133855,cvs pharmacy 1421,st_133856,25,2,
572,cvs pharmacy 1417,st_116615,cvs pharmacy 1424,st_116646,33,2,
573,cvs pharmacy 1417,st_116615,cvs pharmacy 1443,st_227458,39,2,
574,cvs pharmacy 1424,st_116646,cvs pharmacy 1443,st_227458,30,2,
575,cvs pharmacy 17689,st_411960,cvs pharmacy 1790,st_204493,31,3,
576,cvs pharmacy 17689,st_411960,cvs pharmacy 1808,st_149033,33,3,
577,cvs pharmacy 1903,st_240066,cvs pharmacy 1907,st_240067,29,1,
578,cvs pharmacy 2021,st_114262,cvs pharmacy 2030,st_065332,24,2,
579,cvs pharmacy 218,st_114036,cvs pharmacy 2189,st_208466,31,1,
580,cvs pharmacy 2700,st_134011,cvs pharmacy 2711,st_194079,29,2,
581,cvs pharmacy 2726,st_240094,cvs pharmacy 2729,st_133897,32,1,
582,cvs pharmacy 2746,st_227568,cvs pharmacy 2755,st_120931,27,2,
583,cvs pharmacy 3217,st_148733,cvs pharmacy 3222,st_148738,31,2,
584,cvs pharmacy 3606,st_148661,cvs pharmacy 3622,st_148982,44,2,
585,cvs pharmacy 3636,st_148892,cvs pharmacy 3642,st_148848,24,2,
586,cvs pharmacy 4000,st_227603,cvs pharmacy 4015,st_130650,32,2,
587,cvs pharmacy 4065,st_154352,cvs pharmacy 4091,st_103340,27,2,
588,cvs pharmacy 4285,st_223127,cvs pharmacy 431,st_133782,29,3,
589,cvs pharmacy 4411,st_116205,cvs pharmacy 4418,st_227626,31,1,
590,cvs pharmacy 4523,st_209163,cvs pharmacy 4549,st_131334,26,2,
591,cvs pharmacy 4912,st_127380,cvs pharmacy 4923,st_127731,36,2,
592,cvs pharmacy 5006,st_062976,cvs pharmacy 5012,st_153963,28,2,
593,cvs pharmacy 5010,st_130518,cvs pharmacy 5011,st_115725,30,1,
594,cvs pharmacy 502,st_111830,cvs pharmacy 5035,st_113467,27,2,
595,cvs pharmacy 5048,st_113469,cvs pharmacy 5051,st_276970,28,2,
596,cvs pharmacy 5110,st_148728,cvs pharmacy 512,st_111831,43,2,
597,cvs pharmacy 519,st_227075,cvs pharmacy 5212,st_149113,32,2,
598,cvs pharmacy 5580,st_006124,cvs pharmacy 5589,st_065365,28,1,
599,cvs pharmacy 5637,st_022634,cvs pharmacy 565,st_111440,28,2,
600,cvs pharmacy 5720,st_134866,cvs pharmacy 5749,st_177319,28,2,
601,cvs pharmacy 5743,st_116593,cvs pharmacy 5744,st_149000,28,1,
602,cvs pharmacy 5925,st_149067,cvs pharmacy 5945,st_018393,31,1,
603,cvs pharmacy 6424,st_149090,cvs pharmacy 6434,st_263434,29,1,
604,cvs pharmacy 686,st_110459,cvs pharmacy 6902,st_193229,28,3,
605,cvs pharmacy 6972,st_190868,cvs pharmacy 6997,st_111393,25,2,
606,cvs pharmacy 6988,st_243908,cvs pharmacy 7005,st_243909,29,4,
607,cvs pharmacy 712,st_148952,cvs pharmacy 7132,st_061681,26,1,
608,cvs pharmacy 7208,st_039617,cvs pharmacy 7217,st_251784,33,2,
609,cvs pharmacy 7217,st_251784,cvs pharmacy 7219,st_211251,41,1,
610,cvs pharmacy 7622,st_114365,cvs pharmacy 7639,st_243789,36,2,
611,cvs pharmacy 7677,st_133965,cvs pharmacy 769,st_114055,34,2,
612,cvs pharmacy 800,st_205754,cvs pharmacy 809,st_114993,42,1,
613,cvs pharmacy 850,st_148621,cvs pharmacy 8503,st_026371,33,1,
614,cvs pharmacy 8601,st_186052,cvs pharmacy 8608,st_026436,32,1,
615,cvs pharmacy 8631,st_026280,cvs pharmacy 8653,st_026272,30,2,
616,cvs pharmacy 8766,st_026397,cvs pharmacy 8769,st_026398,10,1,
617,cvs pharmacy 8850,st_232931,cvs pharmacy 8864,st_232937,26,2,
618,cvs pharmacy 8878,st_191587,cvs pharmacy 8880,st_178923,32,2,
619,cvs pharmacy 8882,st_178925,cvs pharmacy 8889,st_178927,37,1,
620,cvs pharmacy 9106,st_181739,cvs pharmacy 9121,st_026331,11,2,
621,cvs pharmacy 9207,st_026334,cvs pharmacy 922,st_240030,27,2,
622,cvs pharmacy 9480,st_194171,cvs pharmacy 9496,st_191730,39,2,
623,cvs pharmacy 9506,st_194711,cvs pharmacy 9540,st_191735,34,2,
624,cvs pharmacy 9588,st_182060,cvs pharmacy 9589,st_182062,32,1,
625,cvs pharmacy 9603,st_182067,cvs pharmacy 9604,st_182071,32,1,
626,cvs pharmacy 9603,st_182067,cvs pharmacy 9605,st_182072,32,1,
627,cvs pharmacy 9604,st_182071,cvs pharmacy 9605,st_182072,26,1,
628,cvs pharmacy 9641,st_182193,cvs pharmacy 9647,st_182198,23,1,
629,cvs pharmacy 9641,st_182193,cvs pharmacy 9655,st_182202,32,2,
630,cvs pharmacy 9647,st_182198,cvs pharmacy 9655,st_182202,31,2,
631,cvs pharmacy 9682,st_182217,cvs pharmacy 9685,st_182219,28,1,
632,cvs pharmacy 9717,st_182242,cvs pharmacy 9723,st_182317,38,2,
633,cvs pharmacy 9778,st_181882,cvs pharmacy 9782,st_181879,20,2,
634,cvs pharmacy 9949,st_186650,cvs pharmacy 9951,st_193692,27,2,
635,cvs pharmacy 9967,st_186032,cvs pharmacy 9986,st_194164,29,2,
636,cvs pharmacy inc 4307,st_033160,cvs pharmacy inc 4624,st_119311,32,3,
637,cvs pharmacy inc 4352,st_119050,cvs pharmacy inc 4479,st_119308,26,3,
638,cvs pharmacy inc 5282,st_003050,cvs pharmacy inc 5326,st_000769,27,3,
639,cvs pharmacy inc 5435,st_015588,cvs pharmacy inc 5511,st_000776,26,3,
640,cvs pharmacy inc 5511,st_000776,cvs pharmacy inc 5611,st_000775,23,1,
641,cvs pharmacy inc 6414,st_119341,cvs pharmacy inc 6421,st_119344,18,2,
642,cvs pharmacy inc 6925,st_040955,cvs pharmacy inc 6961,st_040962,25,2,
643,cvs pharmacy inc 7006,st_042690,cvs pharmacy inc 7038,st_042692,35,2,
644,cvs/ pharmacy inc 248,st_213275,cvs/ pharmacy inc 2701,st_216762,33,3,
645,cvs/ pharmacy inc 4820,st_276956,cvs/ pharmacy inc 4880,st_276958,26,1,
646,cvs/pharmacy 6418,st_151772,cvs/pharmacy 6775,st_151789,33,3,
647,cvs/pharmacy 6767,st_151786,cvs/pharmacy 6775,st_151789,30,2,
648,"cvs/pharmacy, inc 1747",st_039855,"cvs/pharmacy, inc 1784",st_039861,24,2,
649,"cvs/pharmacy, inc 1784",st_039861,"cvs/pharmacy, inc 8643",st_039842,35,4,
650,d & w 1576,st_022877,d & w 1577,st_022878,32,1,
651,d j 's grocery,st_079973,d j's grocery,st_163830,33,1,
652,daily's 6604,st_216465,daily's 7114,st_216472,15,3,
653,dandy mini mart 39,st_120153,dandy mini mart 50,st_019918,41,2,
654,daniel grocery,st_329937,daniel produce,st_413668,32,5,
655,deals 3395,st_065394,deals 3425,st_022306,25,2,
656,deals 3435,st_023107,deals 3880,st_062734,27,3,
657,deals 3437,st_023126,deals 3880,st_062734,24,3,
658,deals 3437,st_023126,deals 3903,st_062735,28,3,
659,deals 3880,st_062734,deals 3903,st_062735,33,3,
660,deals 4759,st_311766,deals 5242,st_341241,31,4,
661,del sol 11,st_128075,del sol 4,st_069782,6,2,
662,del sol market,st_035995,del sol market,st_211648,29,0,
663,delta express 5179,st_244704,delta express 5213,st_244720,26,3,
664,diamond shamrock 2741614,st_216275,diamond shamrock 2741624,st_216272,10,1,
665,dillon store 016,st_155066,dillon store 023,st_155165,17,2,
666,dion's quik mart 207,st_290826,dion's quik mart 212,st_290831,30,2,
667,discount food mart,st_345432,discount food mart,st_058929,0,0,
668,discount food mart 5119,st_244670,discount food mart 5121,st_244671,17,2,
669,discount food mart 5121,st_244671,discount food mart 5122,st_244672,18,1,
670,discount food mart 5165,st_070938,discount food mart 5166,st_070943,1,1,
671,discount grocery,st_095657,discount grocery,st_057514,29,0,
672,discount mart,st_281867,discount mart 4,st_354549,31,2,
673,dollar depot,st_142389,dollar depot,st_141094,34,0,
674,dollar express 2101,st_388940,dollar express 2444,st_388961,33,3,
675,dollar express 2108,st_388941,dollar express 2151,st_388944,30,2,
676,dollar express 5287,st_388831,dollar express 5710,st_389021,21,3,
677,dollar express 8411,st_389111,dollar express 8566,st_389113,30,3,
678,dollar express store 4080,st_389216,dollar express store 4137,st_389219,31,3,
679,dollar express store 4080,st_389216,dollar express store 4191,st_389221,33,3,
680,dollar express store 4080,st_389216,dollar express store 4491,st_389263,32,3,
681,dollar express store 4080,st_389216,dollar express store 4632,st_389270,33,3,
682,dollar express store 4137,st_389219,dollar express store 4191,st_389221,27,2,
683,dollar express store 4137,st_389219,dollar express store 4491,st_389263,27,3,
684,dollar express store 4191,st_389221,dollar express store 4491,st_389263,32,1,
685,dollar express store 4191,st_389221,dollar express store 4632,st_389270,29,3,
686,dollar express store 4544,st_389264,dollar express store 4562,st_389265,26,2,
687,dollar express store 4562,st_389265,dollar express store 4624,st_389268,23,2,
688,dollar express store 4729,st_389274,dollar express store 4830,st_389277,34,3,
689,dollar express store 5142,st_389287,dollar express store 8776,st_389131,20,4,
690,dollar express store 5142,st_389287,dollar express store 8790,st_389136,39,4,
691,dollar express store 8776,st_389131,dollar express store 8790,st_389136,30,2,
692,dollar general #1844,st_009590,dollar general #2709,st_004673,36,4,
693,dollar general #3632,st_005156,dollar general #4081,st_011097,26,4,
694,dollar general 0329,st_152561,dollar general 0371,st_148177,31,2,
695,dollar general 0362,st_146769,dollar general 0374,st_006384,29,2,
696,dollar general 0481,st_006576,dollar general 0525,st_115360,26,3,
697,dollar general 0577,st_148186,dollar general 0598,st_151432,30,2,
698,dollar general 0697,st_115361,dollar general 0728,st_150258,32,3,
699,dollar general 0698,st_006171,dollar general 0713,st_147550,30,3,
700,dollar general 0973,st_150956,dollar general 0981,st_152928,32,2,
701,dollar general 0980,st_147904,dollar general 10001,st_020492,28,4,
702,dollar general 0980,st_147904,dollar general 10005,st_013362,25,4,
703,dollar general 10001,st_020492,dollar general 10005,st_013362,30,1,
704,dollar general 10037,st_010515,dollar general 10069,st_020493,31,2,
705,dollar general 1004,st_147209,dollar general 10046,st_016691,31,1,
706,dollar general 1004,st_147209,dollar general 10068,st_012005,32,2,
707,dollar general 1004,st_147209,dollar general 10072,st_022920,32,2,
708,dollar general 10046,st_016691,dollar general 10068,st_012005,31,2,
709,dollar general 10112,st_020487,dollar general 10125,st_016759,15,2,
710,dollar general 10150,st_015683,dollar general 10166,st_028941,28,2,
711,dollar general 10174,st_015597,dollar general 10178,st_016096,18,1,
712,dollar general 10280,st_022918,dollar general 10289,st_022915,31,1,
713,dollar general 10280,st_022918,dollar general 10296,st_031426,23,2,
714,dollar general 10289,st_022915,dollar general 10296,st_031426,23,2,
715,dollar general 10337,st_028939,dollar general 10340,st_016693,26,2,
716,dollar general 10337,st_028939,dollar general 10342,st_023690,39,2,
717,dollar general 10342,st_023690,dollar general 10347,st_021908,41,1,
718,dollar general 10375,st_031204,dollar general 10389,st_037484,30,2,
719,dollar general 10414,st_148021,dollar general 10421,st_033945,26,2,
720,dollar general 10430,st_036184,dollar general 1045,st_144708,37,2,
721,dollar general 10442,st_036244,dollar general 10444,st_036246,25,1,
722,dollar general 10455,st_029015,dollar general 10459,st_029495,27,1,
723,dollar general 10455,st_029015,dollar general 10470,st_031272,29,2,
724,dollar general 10459,st_029495,dollar general 10470,st_031272,19,2,
725,dollar general 1047,st_000571,dollar general 10470,st_031272,27,1,
726,dollar general 10550,st_030484,dollar general 10552,st_045376,30,1,
727,dollar general 1068,st_149554,dollar general 10680,st_031196,26,1,
728,dollar general 10696,st_044442,dollar general 10720,st_037764,34,3,
729,dollar general 10696,st_044442,dollar general 10723,st_031382,29,3,
730,dollar general 10720,st_037764,dollar general 10723,st_031382,29,1,
731,dollar general 1074,st_147555,dollar general 10749,st_037486,24,1,
732,dollar general 10843,st_036512,dollar general 10867,st_036415,29,2,
733,dollar general 10932,st_037763,dollar general 10935,st_044723,26,1,
734,dollar general 10972,st_040278,dollar general 10973,st_047795,44,1,
735,dollar general 11023,st_047709,dollar general 11049,st_048907,23,2,
736,dollar general 1103,st_147532,dollar general 11039,st_048006,34,1,
737,dollar general 11152,st_050462,dollar general 11154,st_053217,27,1,
738,dollar general 11228,st_171677,dollar general 11243,st_204311,25,2,
739,dollar general 1123,st_149536,dollar general 1124,st_149538,26,1,
740,dollar general 11242,st_171004,dollar general 11246,st_062025,32,1,
741,dollar general 11390,st_185858,dollar general 11403,st_197601,36,3,
742,dollar general 11469,st_196969,dollar general 11484,st_196948,18,2,
743,dollar general 11562,st_197347,dollar general 11563,st_197351,30,1,
744,dollar general 11562,st_197347,dollar general 11576,st_197356,31,2,
745,dollar general 11563,st_197351,dollar general 11576,st_197356,33,2,
746,dollar general 11574,st_206158,dollar general 11581,st_206159,24,2,
747,dollar general 11840,st_224037,dollar general 11845,st_215126,35,1,
748,dollar general 12107,st_219603,dollar general 1211,st_145578,36,2,
749,dollar general 12167,st_243759,dollar general 12170,st_243761,37,2,
750,dollar general 12428,st_247141,dollar general 12449,st_247133,25,2,
751,dollar general 12494,st_254073,dollar general 12516,st_254074,40,3,
752,dollar general 12565,st_263066,dollar general 1257,st_151278,30,2,
753,dollar general 12797,st_285398,dollar general 12815,st_267547,26,3,
754,dollar general 13023,st_280248,dollar general 13053,st_290048,27,1,
755,dollar general 13156,st_283418,dollar general 13163,st_303776,34,2,
756,dollar general 13280,st_149299,dollar general 13286,st_297326,39,1,
757,dollar general 13290,st_294935,dollar general 13316,st_297796,29,3,
758,dollar general 13444,st_295243,dollar general 13454,st_295677,26,1,
759,dollar general 13447,st_285347,dollar general 13458,st_296693,34,2,
760,dollar general 1347,st_146192,dollar general 13499,st_297597,28,2,
761,dollar general 13548,st_305361,dollar general 1355,st_022670,31,2,
762,dollar general 13548,st_305361,dollar general 13575,st_359765,25,2,
763,dollar general 1355,st_022670,dollar general 13575,st_359765,34,1,
764,dollar general 13631,st_302250,dollar general 1365,st_003388,25,2,
765,dollar general 13767,st_309563,dollar general 13790,st_305775,40,2,
766,dollar general 14348,st_332280,dollar general 14360,st_366319,32,2,
767,dollar general 14379,st_322568,dollar general 14401,st_322578,12,3,
768,dollar general 14472,st_339106,dollar general 14489,st_319495,24,2,
769,dollar general 14678,st_333438,dollar general 14679,st_342236,31,1,
770,dollar general 14787,st_343301,dollar general 14789,st_349658,40,1,
771,dollar general 14809,st_342774,dollar general 14827,st_342775,22,2,
772,dollar general 15149,st_346946,dollar general 15155,st_350279,37,2,
773,dollar general 15244,st_361335,dollar general 15262,st_342285,32,2,
774,dollar general 15613,st_368994,dollar general 15618,st_388306,33,1,
775,dollar general 15669,st_384069,dollar general 1567,st_147675,35,2,
776,dollar general 15921,st_380664,dollar general 15922,st_380662,27,1,
777,dollar general 16542,st_400914,dollar general 16551,st_396433,24,2,
778,dollar general 16542,st_400914,dollar general 16558,st_397028,34,2,
779,dollar general 16551,st_396433,dollar general 16565,st_396443,24,2,
780,dollar general 16577,st_398768,dollar general 16584,st_401184,35,2,
781,dollar general 1673,st_150373,dollar general 16733,st_397352,19,1,
782,dollar general 17157,st_406189,dollar general 17159,st_408461,40,1,
783,dollar general 17239,st_414070,dollar general 1726,st_142899,35,2,
784,dollar general 17455,st_418577,dollar general 17465,st_414991,23,1,
785,dollar general 17498,st_418975,dollar general 17500,st_423645,30,3,
786,dollar general 17772,st_423644,dollar general 17790,st_421770,32,2,
787,dollar general 17893,st_421742,dollar general 1790,st_142789,33,2,
788,dollar general 183,st_021347,dollar general 1832,st_002912,34,1,
789,dollar general 1916,st_152624,dollar general 1922,st_142674,34,2,
790,dollar general 1916,st_152624,dollar general 1925,st_142633,32,2,
791,dollar general 1922,st_142674,dollar general 1925,st_142633,31,1,
792,dollar general 1986,st_147923,dollar general 1987,st_149593,39,1,
793,dollar general 2001,st_147388,dollar general 2039,st_003032,32,2,
794,dollar general 2048,st_151292,dollar general 2063,st_021484,19,2,
795,dollar general 2151,st_150651,dollar general 2157,st_028077,25,1,
796,dollar general 2169,st_153284,dollar general 2173,st_290029,28,2,
797,dollar general 2278,st_011805,dollar general 2289,st_147307,38,2,
798,dollar general 2279,st_152141,dollar general 2298,st_146046,25,2,
799,dollar general 2316,st_151379,dollar general 2321,st_148521,26,2,
800,dollar general 2410,st_021754,dollar general 2440,st_152775,23,1,
801,dollar general 2415,st_147584,dollar general 2453,st_147247,31,2,
802,dollar general 2618,st_147394,dollar general 2644,st_005144,25,2,
803,dollar general 2747,st_011171,dollar general 2755,st_033723,30,2,
804,dollar general 2966,st_153291,dollar general 2970,st_147690,27,2,
805,dollar general 2990,st_021848,dollar general 2994,st_021791,13,1,
806,dollar general 2990,st_021848,dollar general 3,st_022390,25,4,
807,dollar general 3027,st_021850,dollar general 3028,st_149598,32,1,
808,dollar general 3027,st_021850,dollar general 3046,st_021849,32,2,
809,dollar general 3028,st_149598,dollar general 3046,st_021849,36,2,
810,dollar general 3102,st_148214,dollar general 3134,st_147204,30,2,
811,dollar general 3113,st_148338,dollar general 3135,st_153909,27,2,
812,dollar general 3178,st_115634,dollar general 3179,st_013812,43,1,
813,dollar general 3197,st_146705,dollar general 3205,st_147342,31,3,
814,dollar general 3339,st_151176,dollar general 3345,st_153264,26,2,
815,dollar general 3369,st_118890,dollar general 3373,st_145835,26,2,
816,dollar general 3402,st_005010,dollar general 3421,st_146963,44,2,
817,dollar general 3560,st_142499,dollar general 3571,st_011094,31,2,
818,dollar general 3663,st_151180,dollar general 3670,st_147276,25,2,
819,dollar general 3663,st_151180,dollar general 3671,st_150603,28,2,
820,dollar general 3670,st_147276,dollar general 3671,st_150603,24,1,
821,dollar general 3703,st_151458,dollar general 3717,st_153566,25,2,
822,dollar general 3804,st_144745,dollar general 3839,st_148497,22,2,
823,dollar general 3885,st_153304,dollar general 3896,st_115701,35,2,
824,dollar general 3914,st_120319,dollar general 3918,st_145064,33,1,
825,dollar general 3986,st_147272,dollar general 4016,st_147602,26,3,
826,dollar general 3995,st_152951,dollar general 4002,st_151185,21,4,
827,dollar general 4066,st_147647,dollar general 4075,st_147648,22,2,
828,dollar general 4130,st_145668,dollar general 4151,st_152803,20,2,
829,dollar general 4134,st_147306,dollar general 4148,st_151190,29,2,
830,dollar general 4134,st_147306,dollar general 4155,st_152654,26,2,
831,dollar general 4148,st_151190,dollar general 4155,st_152654,31,2,
832,dollar general 4249,st_152659,dollar general 4251,st_154775,27,2,
833,dollar general 4340,st_144798,dollar general 4357,st_142702,31,2,
834,dollar general 4403,st_153660,dollar general 4417,st_013787,25,2,
835,dollar general 4497,st_115633,dollar general 4498,st_154272,36,1,
836,dollar general 4507,st_064156,dollar general 4515,st_142501,33,2,
837,dollar general 4543,st_144925,dollar general 4545,st_025363,26,1,
838,dollar general 4649,st_152733,dollar general 4664,st_152179,30,2,
839,dollar general 4804,st_144669,dollar general 4810,st_144671,28,2,
840,dollar general 4833,st_142886,dollar general 4837,st_151490,23,1,
841,dollar general 4901,st_142523,dollar general 4902,st_142848,25,1,
842,dollar general 4963,st_147654,dollar general 4989,st_153582,26,2,
843,dollar general 5710,st_013234,dollar general 5719,st_007302,30,1,
844,dollar general 5710,st_013234,dollar general 5729,st_004675,28,2,
845,dollar general 5716,st_015685,dollar general 5719,st_007302,24,1,
846,dollar general 5716,st_015685,dollar general 5729,st_004675,27,2,
847,dollar general 5719,st_007302,dollar general 5729,st_004675,30,1,
848,dollar general 5720,st_003432,dollar general 5738,st_014909,34,2,
849,dollar general 5861,st_022959,dollar general 5872,st_007398,31,2,
850,dollar general 6022,st_023111,dollar general 6035,st_418569,31,2,
851,dollar general 6050,st_000914,dollar general 6076,st_003434,26,2,
852,dollar general 6124,st_146439,dollar general 6153,st_142537,28,2,
853,dollar general 6124,st_146439,dollar general 6158,st_149295,23,2,
854,dollar general 6403,st_006988,dollar general 6404,st_001688,39,1,
855,dollar general 6536,st_015929,dollar general 6545,st_014657,23,2,
856,dollar general 6597,st_013867,dollar general 6623,st_149276,22,3,
857,dollar general 6729,st_023132,dollar general 6747,st_016747,25,2,
858,dollar general 6807,st_005996,dollar general 6812,st_001550,32,2,
859,dollar general 6875,st_006451,dollar general 6891,st_012002,27,2,
860,dollar general 7059,st_145471,dollar general 7069,st_115646,30,1,
861,dollar general 7059,st_145471,dollar general 7076,st_152754,26,2,
862,dollar general 7076,st_152754,dollar general 7077,st_022668,21,1,
863,dollar general 7121,st_010354,dollar general 7148,st_149747,25,2,
864,dollar general 7144,st_149746,dollar general 7148,st_149747,34,1,
865,dollar general 7182,st_022671,dollar general 7199,st_147050,28,2,
866,dollar general 7189,st_142647,dollar general 7198,st_151212,22,2,
867,dollar general 7189,st_142647,dollar general 7223,st_147630,28,3,
868,dollar general 7198,st_151212,dollar general 7223,st_147630,28,3,
869,dollar general 7235,st_022714,dollar general 7238,st_145768,29,1,
870,dollar general 7235,st_022714,dollar general 7241,st_151352,25,2,
871,dollar general 7238,st_145768,dollar general 7241,st_151352,30,2,
872,dollar general 7263,st_017408,dollar general 7293,st_147998,28,1,
873,dollar general 7298,st_002560,dollar general 7304,st_022719,34,3,
874,dollar general 7344,st_022970,dollar general 7347,st_022969,25,1,
875,dollar general 7400,st_154284,dollar general 7418,st_020486,32,2,
876,dollar general 7400,st_154284,dollar general 7423,st_010873,36,2,
877,dollar general 7406,st_022762,dollar general 7410,st_031430,28,2,
878,dollar general 7406,st_022762,dollar general 7419,st_010872,30,2,
879,dollar general 7418,st_020486,dollar general 7423,st_010873,33,2,
880,dollar general 7428,st_021907,dollar general 7430,st_022763,38,2,
881,dollar general 7428,st_021907,dollar general 7439,st_151340,37,2,
882,dollar general 7430,st_022763,dollar general 7439,st_151340,32,1,
883,dollar general 7435,st_142841,dollar general 7442,st_014761,25,2,
884,dollar general 7488,st_147658,dollar general 7491,st_006771,27,2,
885,dollar general 7513,st_115683,dollar general 7525,st_115684,32,2,
886,dollar general 7570,st_011255,dollar general 7575,st_115689,28,1,
887,dollar general 7721,st_143955,dollar general 7724,st_151600,28,1,
888,dollar general 7748,st_146689,dollar general 7772,st_033726,29,2,
889,dollar general 7753,st_010823,dollar general 7761,st_150289,33,2,
890,dollar general 7778,st_148456,dollar general 7793,st_013239,30,2,
891,dollar general 7788,st_244096,dollar general 7792,st_062554,25,2,
892,dollar general 7954,st_001995,dollar general 7970,st_152766,30,2,
893,dollar general 8018,st_148370,dollar general 8035,st_148372,34,2,
894,dollar general 8018,st_148370,dollar general 8036,st_153227,39,2,
895,dollar general 8035,st_148372,dollar general 8036,st_153227,39,1,
896,dollar general 8135,st_147280,dollar general 8143,st_151264,27,2,
897,dollar general 8155,st_142492,dollar general 818,st_002163,19,2,
898,dollar general 8172,st_155009,dollar general 8183,st_155010,26,2,
899,dollar general 8207,st_155012,dollar general 8211,st_013781,25,2,
900,dollar general 8232,st_022798,dollar general 8243,st_146395,36,2,
901,dollar general 8313,st_033724,dollar general 8318,st_142554,36,1,
902,dollar general 8318,st_142554,dollar general 8333,st_001479,36,2,
903,dollar general 8342,st_150617,dollar general 8362,st_031504,22,1,
904,dollar general 8351,st_022801,dollar general 8363,st_030680,34,2,
905,dollar general 8458,st_146442,dollar general 8466,st_144805,35,2,
906,dollar general 8585,st_148460,dollar general 8602,st_011999,25,3,
907,dollar general 8703,st_144702,dollar general 8709,st_005064,23,1,
908,dollar general 9007,st_149226,dollar general 9023,st_002053,23,2,
909,dollar general 9106,st_147169,dollar general 9127,st_147723,33,2,
910,dollar general 9142,st_146886,dollar general 9159,st_149228,31,2,
911,dollar general 9180,st_147240,dollar general 9186,st_147916,37,1,
912,dollar general 9180,st_147240,dollar general 9192,st_154033,32,2,
913,dollar general 9186,st_147916,dollar general 9192,st_154033,37,2,
914,dollar general 9256,st_012000,dollar general 9259,st_002966,26,1,
915,dollar general 9268,st_002967,dollar general 9269,st_002968,26,1,
916,dollar general 9283,st_005802,dollar general 9306,st_148582,33,3,
917,dollar general 9299,st_145756,dollar general 9305,st_001889,28,3,
918,dollar general 9355,st_147859,dollar general 9365,st_000977,28,1,
919,dollar general 9355,st_147859,dollar general 9368,st_001972,23,2,
920,dollar general 9365,st_000977,dollar general 9368,st_001972,23,1,
921,dollar general 9518,st_150585,dollar general 9520,st_003676,35,2,
922,dollar general 9669,st_151135,dollar general 9672,st_142673,27,2,
923,dollar general 9672,st_142673,dollar general 9680,st_001967,29,2,
924,dollar general 9776,st_142581,dollar general 9788,st_152827,25,2,
925,dollar general 9865,st_030792,dollar general 9878,st_022899,27,2,
926,dollar general 9915,st_001168,dollar general 9937,st_003614,26,2,
927,dollar general 9969,st_006426,dollar general 9976,st_005948,29,2,
928,dollar general market 9807,st_151157,dollar general market 9808,st_151159,24,1,
929,dollar general store 13862,st_318908,dollar general store 13889,st_318910,35,2,
930,dollar general store 16122,st_409726,dollar general store 16185,st_391689,37,2,
931,dollar general store 16154,st_392484,dollar general store 16171,st_392490,21,2,
932,dollar general store 16273,st_390158,dollar general store 16301,st_408092,29,3,
933,dollar general store 16808,st_400640,dollar general store 16859,st_405812,32,2,
934,dollar general store 17100,st_422799,dollar general store 17137,st_399652,33,2,
935,dollar general store 17127,st_408089,dollar general store 17138,st_400656,32,2,
936,dollar general store 17232,st_410086,dollar general store 17245,st_410097,26,2,
937,dollar general store 17303,st_410089,dollar general store 17313,st_410752,24,1,
938,dollar general store 232,st_146388,dollar general store 2940,st_148095,29,3,
939,dollar general store 3569,st_145938,dollar general store 4308,st_149177,21,4,
940,dollar outlet,st_004581,dollar place,st_324878,28,5,
941,dollar tree 0168,st_034998,dollar tree 0240,st_035000,39,3,
942,dollar tree 0465,st_052581,dollar tree 0527,st_052582,29,3,
943,dollar tree 0877,st_018073,dollar tree 0978,st_018074,28,2,
944,dollar tree 1031,st_362402,dollar tree 1044,st_060953,34,2,
945,dollar tree 1124,st_016813,dollar tree 1142,st_041876,35,2,
946,dollar tree 1259,st_011779,dollar tree 1262,st_018294,30,2,
947,dollar tree 1404,st_051373,dollar tree 1418,st_064939,24,2,
948,dollar tree 1597,st_020448,dollar tree 1603,st_209503,26,3,
949,dollar tree 1613,st_016490,dollar tree 1633,st_202292,26,1,
950,dollar tree 1645,st_018629,dollar tree 1658,st_172965,29,2,
951,dollar tree 1774,st_173247,dollar tree 1775,st_018680,40,1,
952,dollar tree 1816,st_252164,dollar tree 1828,st_252166,32,2,
953,dollar tree 1879,st_377144,dollar tree 188,st_205582,22,2,
954,dollar tree 1971,st_037032,dollar tree 1976,st_065031,29,1,
955,dollar tree 2010,st_289451,dollar tree 2025,st_414306,31,2,
