,store1id,store1name,store2name,store2name,address_distence,name_distance,
956,dollar tree 2013,st_064897,dollar tree 2029,st_065368,34,2,
957,dollar tree 2336,st_258491,dollar tree 2346,st_033916,26,1,
958,dollar tree 2375,st_258482,dollar tree 2380,st_018080,24,2,
959,dollar tree 2414,st_252142,dollar tree 2418,st_252147,32,1,
960,dollar tree 2581,st_017662,dollar tree 2584,st_037070,29,1,
961,dollar tree 2583,st_065134,dollar tree 2596,st_035013,16,2,
962,dollar tree 2733,st_252156,dollar tree 2741,st_252155,23,2,
963,dollar tree 2736,st_018426,dollar tree 2739,st_041975,26,1,
964,dollar tree 2738,st_061450,dollar tree 2741,st_252155,23,2,
965,dollar tree 2954,st_065218,dollar tree 2969,st_065226,25,2,
966,dollar tree 3073,st_065135,dollar tree 309,st_018234,26,2,
967,dollar tree 319,st_064882,dollar tree 3204,st_048168,29,3,
968,dollar tree 3252,st_064876,dollar tree 3265,st_039514,35,2,
969,dollar tree 3294,st_224426,dollar tree 3297,st_044604,34,1,
970,dollar tree 33,st_172786,dollar tree 3300,st_046004,35,2,
971,dollar tree 335,st_376265,dollar tree 344,st_065176,28,2,
972,dollar tree 3509,st_171686,dollar tree 3531,st_407275,36,2,
973,dollar tree 3514,st_317631,dollar tree 3526,st_060637,26,2,
974,dollar tree 3841,st_177312,dollar tree 386,st_061438,33,2,
975,dollar tree 4073,st_191187,dollar tree 4092,st_319136,34,2,
976,dollar tree 4113,st_198373,dollar tree 4117,st_198368,32,1,
977,dollar tree 4263,st_213311,dollar tree 4281,st_218912,26,2,
978,dollar tree 4330,st_223904,dollar tree 4331,st_232763,28,1,
979,dollar tree 4590,st_257869,dollar tree 461,st_045999,28,3,
980,dollar tree 4717,st_290535,dollar tree 4729,st_281000,26,2,
981,dollar tree 4808,st_293749,dollar tree 4816,st_287442,32,2,
982,dollar tree 4840,st_284756,dollar tree 4848,st_289142,27,1,
983,dollar tree 4919,st_295979,dollar tree 4934,st_304214,35,2,
984,dollar tree 4923,st_316755,dollar tree 4924,st_297818,33,1,
985,dollar tree 5001,st_306707,dollar tree 5002,st_306709,23,1,
986,dollar tree 5007,st_316248,dollar tree 5029,st_303883,20,2,
987,dollar tree 5137,st_317264,dollar tree 5141,st_317549,29,2,
988,dollar tree 5379,st_345396,dollar tree 5381,st_338771,36,2,
989,dollar tree 5381,st_338771,dollar tree 5383,st_332965,28,1,
990,dollar tree 5409,st_345008,dollar tree 5428,st_389132,29,2,
991,dollar tree 5500,st_345017,dollar tree 5501,st_346511,31,1,
992,dollar tree 5822,st_367897,dollar tree 5842,st_367892,37,1,
993,dollar tree 5847,st_368887,dollar tree 5868,st_368891,24,2,
994,dollar tree 5920,st_388292,dollar tree 5923,st_386528,32,1,
995,dollar tree 6065,st_380923,dollar tree 6069,st_383203,32,1,
996,dollar tree 6065,st_380923,dollar tree 6080,st_380927,37,2,
997,dollar tree 6069,st_383203,dollar tree 6080,st_380927,32,2,
998,dollar tree 6126,st_391585,dollar tree 6145,st_392081,26,2,
999,dollar tree 6159,st_395815,dollar tree 6174,st_387420,37,2,
1000,dollar tree 6214,st_393475,dollar tree 6216,st_387422,28,1,
1001,dollar tree 6219,st_406999,dollar tree 6233,st_393893,28,2,
1002,dollar tree 7097,st_413789,dollar tree 7125,st_414310,32,3,
1003,dollar tree 7200,st_419521,dollar tree 7205,st_419522,35,1,
1004,dollar tree store 4899,st_296955,dollar tree store 4979,st_296956,27,2,
1005,dollar tree/deals 1678,st_015823,dollar tree/deals 2108,st_031129,30,3,
1006,dollartree 1531,st_224605,dollartree 2008,st_224606,29,4,
1007,dolly madison bakery 23,st_128356,dolly madison bakery 637,st_078229,26,2,
1008,dominicks 3159,st_093230,dominicks 4107,st_127194,28,3,
1009,double 8 foods supermarket 2,st_128256,double 8 foods supermarket 3,st_128257,23,1,
1010,drop-in food store #03,st_166106,drop-in food store #04,st_166107,17,1,
1011,duane reade 113,st_033101,duane reade 121,st_034571,2,2,
1012,duane reade 113,st_033101,duane reade 14104,st_033097,9,3,
1013,duane reade 121,st_034571,duane reade 14104,st_033097,9,3,
1014,duane reade 14125,st_034580,duane reade 14126,st_034581,5,1,
1015,duane reade 14129,st_034583,duane reade 14131,st_034585,8,2,
1016,duane reade 14240,st_033290,duane reade 14268,st_033436,31,2,
1017,duane reade 14297,st_033588,duane reade 14366,st_033701,8,3,
1018,duane reade 14345,st_033679,duane reade 14346,st_033681,6,1,
1019,duane reade 206,st_032245,duane reade 217,st_033216,30,2,
1020,duane reade 206,st_032245,duane reade 281,st_033583,30,2,
1021,duane reade 444,st_032356,duane reade 466,st_032372,20,2,
1022,duane reade 459,st_032370,duane reade 463,st_032371,23,2,
1023,e & t market inc,st_354665,e & w market,st_011459,34,5,
1024,e z mart,st_276396,e z mart 437,st_091495,32,4,
1025,e-z mart 330,st_165931,e-z mart 375,st_416603,30,2,
1026,e-z mart 615,st_099822,e-z mart 620,st_099820,46,2,
1027,earth fare 220,st_120793,earth fare 325,st_390094,27,2,
1028,earth fare 250,st_063662,earth fare 330,st_378136,33,2,
1029,east west foods 1,st_381410,east west foods 2,st_381412,27,1,
1030,econ 15,st_166022,econo 97,st_356492,29,3,
1031,el cheapo 3,st_272807,el cheapo 7,st_272803,21,1,
1032,el mich market,st_130412,el milagro market,st_005770,8,5,
1033,el progreso #7,st_132535,el progresso ii,st_280996,26,3,
1034,el rancho market,st_205919,el rancho market,st_104146,26,0,
1035,el super 48,st_304031,el super 5,st_141468,36,2,
1036,empire market,st_089273,empire meats,st_414317,30,5,
1037,estevez grocery,st_129046,estevez grocery,st_108972,31,0,
1038,express convenience centers 26,st_107812,express convenience centers 74,st_050551,28,2,
1039,express food store,st_304013,express food store 11,st_343501,19,3,
1040,express lane 26,st_322003,express lane 68,st_322008,29,2,
1041,express lane 74,st_322011,express lane 76,st_322012,23,1,
1042,express stop,st_049859,express stop #2,st_104655,27,3,
1043,expresslane 32,st_307623,expresslane 72,st_327250,22,1,
1044,exxon on the run,st_000773,exxon on the run,st_228277,28,0,
1045,ez food mart,st_251928,ez food mart,st_327947,26,0,
1046,ez market,st_396049,ez market,st_196673,28,0,
1047,ez stop,st_343594,ez stop 1,st_008742,29,2,
1048,family dollar 10169,st_322961,family dollar 10211,st_343615,36,3,
1049,family dollar 10335,st_328714,family dollar 10339,st_322311,22,1,
1050,family dollar 10691,st_374248,family dollar 10693,st_364823,19,1,
1051,family dollar 11123,st_389772,family dollar 11135,st_363042,31,2,
1052,family dollar 11397,st_381429,family dollar 11419,st_413134,31,3,
1053,family dollar 11636,st_397243,family dollar 11654,st_405171,37,2,
1054,family dollar 1280,st_251875,family dollar 1339,st_251877,36,3,
1055,family dollar 1420,st_203711,family dollar 1442,st_041627,18,2,
1056,family dollar 2222,st_049683,family dollar 2272,st_207434,28,1,
1057,family dollar 2467,st_191681,family dollar 2589,st_191683,31,3,
1058,family dollar 2716,st_049892,family dollar 2729,st_196752,30,2,
1059,family dollar 2794,st_197490,family dollar 2825,st_197494,26,3,
1060,family dollar 3126,st_197684,family dollar 3161,st_197687,33,2,
1061,family dollar 3206,st_190709,family dollar 3216,st_190710,35,1,
1062,family dollar 3206,st_190709,family dollar 3233,st_213260,36,2,
1063,family dollar 3206,st_190709,family dollar 3243,st_186446,37,2,
1064,family dollar 3233,st_213260,family dollar 3243,st_186446,26,1,
1065,family dollar 5292,st_188215,family dollar 5371,st_191336,28,3,
1066,family dollar 5295,st_050237,family dollar 5330,st_049965,32,3,
1067,family dollar 5306,st_198028,family dollar 5370,st_198030,27,2,
1068,family dollar 5456,st_198033,family dollar 5516,st_198034,33,2,
1069,family dollar 5679,st_198038,family dollar 570,st_188626,22,2,
1070,family dollar 5824,st_198125,family dollar 5889,st_321299,36,2,
1071,family dollar 5926,st_198127,family dollar 5946,st_198129,33,1,
1072,family dollar 5932,st_197828,family dollar 5955,st_197830,32,2,
1073,family dollar 5938,st_203171,family dollar 5954,st_203172,37,2,
1074,family dollar 6164,st_051736,family dollar 6185,st_049534,34,2,
1075,family dollar 6430,st_197168,family dollar 6502,st_049911,27,3,
1076,family dollar 6592,st_180579,family dollar 6651,st_040319,26,3,
1077,family dollar 6876,st_049835,family dollar 6885,st_050201,30,2,
1078,family dollar 6906,st_051092,family dollar 6909,st_197657,25,1,
1079,family dollar 7023,st_227811,family dollar 7026,st_227812,37,1,
1080,family dollar 7135,st_042146,family dollar 7184,st_049579,27,2,
1081,family dollar 7155,st_051183,family dollar 719,st_196863,37,2,
1082,family dollar 7311,st_198166,family dollar 7313,st_198167,29,1,
1083,family dollar 8075,st_196856,family dollar 8097,st_218889,27,2,
1084,family dollar 8378,st_238539,family dollar 8390,st_241644,32,2,
1085,family dollar 8530,st_265483,family dollar 8561,st_278998,29,2,
1086,family dollar 8929,st_296838,family dollar 8969,st_287425,30,1,
1087,family dollar 9191,st_297320,family dollar 9197,st_305687,26,1,
1088,family dollar 9381,st_343448,family dollar 9408,st_317528,28,3,
1089,family dollar store 1003,st_061318,family dollar store 10073,st_318084,28,1,
1090,family dollar store 10074,st_309929,family dollar store 10081,st_310921,26,2,
1091,family dollar store 10238,st_328362,family dollar store 10318,st_314476,30,2,
1092,family dollar store 10338,st_322285,family dollar store 10386,st_322287,31,2,
1093,family dollar store 1124,st_059855,family dollar store 113,st_273079,32,2,
1094,family dollar store 1149,st_186866,family dollar store 1151,st_186869,29,2,
1095,family dollar store 1149,st_186866,family dollar store 1155,st_186875,22,2,
1096,family dollar store 11501,st_411037,family dollar store 11537,st_411038,30,2,
1097,family dollar store 1565,st_195881,family dollar store 1580,st_045515,25,2,
1098,family dollar store 1590,st_051930,family dollar store 1606,st_047821,28,3,
1099,family dollar store 1841,st_188461,family dollar store 1879,st_188489,32,2,
1100,family dollar store 1954,st_054709,family dollar store 2002,st_182804,16,4,
1101,family dollar store 1991,st_047830,family dollar store 1995,st_047291,33,1,
1102,family dollar store 2130,st_181380,family dollar store 2151,st_195889,39,2,
1103,family dollar store 2199,st_050067,family dollar store 2200,st_193616,23,3,
1104,family dollar store 2416,st_047292,family dollar store 2420,st_052191,33,2,
1105,family dollar store 2558,st_056918,family dollar store 2586,st_057592,26,2,
1106,family dollar store 2727,st_049563,family dollar store 2739,st_059410,24,2,
1107,family dollar store 2727,st_049563,family dollar store 2769,st_175698,34,2,
1108,family dollar store 2739,st_059410,family dollar store 2769,st_175698,34,1,
1109,family dollar store 2849,st_046383,family dollar store 287,st_181391,36,2,
1110,family dollar store 2929,st_187501,family dollar store 2941,st_051311,33,2,
1111,family dollar store 3162,st_190766,family dollar store 3199,st_194425,26,2,
1112,family dollar store 3334,st_189369,family dollar store 3354,st_181374,28,1,
1113,family dollar store 385,st_171445,family dollar store 3860,st_060707,30,2,
1114,family dollar store 400,st_181541,family dollar store 4009,st_177812,30,1,
1115,family dollar store 4297,st_191878,family dollar store 4307,st_047940,28,2,
1116,family dollar store 4817,st_053052,family dollar store 4840,st_057636,33,2,
1117,family dollar store 4849,st_047787,family dollar store 4854,st_053074,28,2,
1118,family dollar store 4849,st_047787,family dollar store 4860,st_060786,40,2,
1119,family dollar store 4854,st_053074,family dollar store 4860,st_060786,40,2,
1120,family dollar store 491,st_193288,family dollar store 4940,st_060092,33,2,
1121,family dollar store 4976,st_060888,family dollar store 4984,st_057640,22,2,
1122,family dollar store 5004,st_050116,family dollar store 5014,st_013282,29,1,
1123,family dollar store 5004,st_050116,family dollar store 5027,st_180994,34,2,
1124,family dollar store 5090,st_188927,family dollar store 51,st_181572,32,3,
1125,family dollar store 5203,st_008145,family dollar store 523,st_172915,27,1,
1126,family dollar store 5294,st_060890,family dollar store 5299,st_180342,34,1,
1127,family dollar store 5479,st_057702,family dollar store 5498,st_058333,27,2,
1128,family dollar store 5858,st_061281,family dollar store 587,st_177187,26,2,
1129,family dollar store 5859,st_196513,family dollar store 5870,st_049565,24,2,
1130,family dollar store 6000,st_055223,family dollar store 602,st_060606,23,2,
1131,family dollar store 6106,st_057714,family dollar store 6131,st_189650,34,2,
1132,family dollar store 6300,st_193417,family dollar store 6312,st_193418,12,2,
1133,family dollar store 6397,st_193420,family dollar store 6398,st_193421,29,1,
1134,family dollar store 6397,st_193420,family dollar store 6399,st_050912,24,1,
1135,family dollar store 6398,st_193421,family dollar store 6399,st_050912,32,1,
1136,family dollar store 6513,st_057124,family dollar store 652,st_179519,38,2,
1137,family dollar store 6532,st_059694,family dollar store 6546,st_051994,38,2,
1138,family dollar store 6711,st_048083,family dollar store 6715,st_187022,27,1,
1139,family dollar store 6754,st_051937,family dollar store 6760,st_181398,35,2,
1140,family dollar store 682,st_182812,family dollar store 6840,st_059698,22,2,
1141,family dollar store 7042,st_046164,family dollar store 7075,st_046165,8,2,
1142,family dollar store 7175,st_194337,family dollar store 7183,st_181480,34,2,
1143,family dollar store 7237,st_186112,family dollar store 724,st_041692,27,2,
1144,family dollar store 7838,st_063107,family dollar store 784,st_180998,30,2,
1145,family dollar store 8002,st_180928,family dollar store 8006,st_179994,26,1,
1146,family dollar store 826,st_179055,family dollar store 829,st_009418,28,1,
1147,family dollar store 8352,st_251943,family dollar store 8372,st_251945,19,1,
1148,family dollar store 8358,st_251944,family dollar store 8372,st_251945,25,2,
1149,family dollar store 8393,st_264843,family dollar store 8413,st_253414,23,2,
1150,family dollar store 8413,st_253414,family dollar store 8414,st_248328,31,1,
1151,family dollar store 8440,st_253415,family dollar store 8462,st_253417,40,2,
1152,family dollar store 8685,st_272818,family dollar store 8691,st_292571,35,2,
1153,family dollar store 8696,st_294287,family dollar store 870,st_181600,29,3,
1154,family dollar store 8814,st_285321,family dollar store 8861,st_285322,26,2,
1155,family express 28,st_095818,family express 29,st_093686,28,1,
1156,family fare 774,st_292514,family fare 776,st_292516,8,1,
1157,family fare llc 1929,st_182104,family fare llc 1930,st_182105,20,2,
1158,family fare llc 1929,st_182104,family fare llc 1931,st_182106,28,2,
1159,family fare llc 1929,st_182104,family fare llc 1932,st_182108,21,2,
1160,family fare llc 1929,st_182104,family fare llc 1934,st_182111,26,2,
1161,family fare llc 1930,st_182105,family fare llc 1931,st_182106,25,1,
1162,family fare llc 1930,st_182105,family fare llc 1932,st_182108,19,1,
1163,family fare llc 1930,st_182105,family fare llc 1934,st_182111,24,1,
1164,family fare llc 1931,st_182106,family fare llc 1932,st_182108,28,1,
1165,family fare llc 1931,st_182106,family fare llc 1934,st_182111,28,1,
1166,family fare llc 1932,st_182108,family fare llc 1934,st_182111,29,1,
1167,family food market,st_215261,family food market,st_009481,36,0,
1168,family food store,st_023414,family foods,st_290609,32,5,
1169,family foods,st_054746,family foods,st_122896,20,0,
1170,family foods,st_053280,family foods 05,st_161033,26,3,
1171,family market,st_156481,family market,st_229474,20,0,
1172,family mini mart,st_215812,family minimarket,st_325986,26,3,
1173,"family nutrition center, inc. 10",st_215165,"family nutrition center, inc. 19",st_215175,34,1,
1174,fareway store 551,st_124869,fareway store 559,st_123893,26,1,
1175,fareway store 719,st_125946,fareway store 888,st_091143,20,3,
1176,fareway store 792,st_127075,fareway store 827,st_162679,27,3,
1177,fareway store 938,st_098171,fareway store 995,st_101220,24,2,
1178,farm fresh 408,st_016236,farm fresh 6244,st_090191,26,4,
1179,farm fresh 408,st_016236,farm fresh 6258,st_097236,9,3,
1180,farm fresh dairy st # 10,st_037055,farm fresh dairy st # 13,st_037060,30,1,
1181,farm store 110,st_023309,farm store 1205,st_155983,11,2,
1182,farmers outlet,st_099317,farmers place,st_349823,39,5,
1183,fas mart 110,st_267594,fas mart 111,st_138144,33,1,
1184,fas mart 112,st_138133,fas mart 215,st_136681,24,2,
1185,fas mart 112,st_138133,fas mart 222,st_297994,33,2,
1186,fas mart 215,st_136681,fas mart 222,st_297994,31,2,
1187,fas mart 442,st_169172,fas mart 444,st_169174,30,1,
1188,fas mart 462,st_169186,fas mart 464,st_169187,26,1,
1189,fas mart 5149,st_372789,fas mart 5150,st_372790,16,2,
1190,fasmart 239,st_330860,fasmart 242,st_330858,9,2,
1191,fasmart 304,st_008197,fasmart 52,st_330830,34,3,
1192,fast break,st_020257,fast break,st_122603,29,0,
1193,fast lane 102,st_255186,fast lane 200,st_255184,6,2,
1194,fast stop,st_052560,fast stop,st_379408,31,0,
1195,fast track foods 426,st_032014,fast track foods 429,st_032015,8,1,
1196,fastrac market 207,st_187465,fastrac market 218,st_033596,17,2,
1197,fastrac market 207,st_187465,fastrac market 271,st_065581,28,2,
1198,fastrac market 235,st_139855,fastrac market 271,st_065581,31,2,
1199,fastrip food store 619,st_065076,fastrip food store 633,st_130193,8,2,
1200,favorite market 3685,st_244641,favorite market 3702,st_244654,36,3,
1201,fiesta mart 2,st_010219,fiesta mart 4,st_010220,16,1,
1202,figaros 01380060,st_004918,figaros 01380073a,st_058968,30,3,
1203,flash foods llc 274093,st_077955,flash foods llc 274097,st_077945,25,1,
1204,flash foods llc 274093,st_077955,flash foods llc 274101,st_081430,38,3,
1205,flash foods llc 27475,st_160134,flash foods llc 43,st_087861,25,4,
1206,flash market 183 183,st_246543,flash market 187 187,st_246555,30,2,
1207,flash market 376,st_052794,flash market 416,st_316936,39,2,
1208,flowers bakery 0030,st_132155,flowers bakery 375,st_106116,32,4,
1209,flowers bakery store 4615,st_105818,flowers bakery store 4616,st_105472,35,1,
1210,food 4 less 762,st_116160,food 4 less 775,st_115525,36,2,
1211,food city 140,st_065514,food city 162,st_032916,10,2,
1212,food city 21,st_162229,food city 215,st_386004,34,1,
1213,food city 634,st_093079,food city 654,st_090632,30,1,
1214,food emporium 719,st_020212,food emporium 732,st_108210,7,2,
1215,food giant 265,st_114957,food giant 270,st_205589,19,2,
1216,food giant 4,st_165623,food giant 6,st_165622,27,1,
1217,food king #4,st_158060,food king 7,st_090382,27,2,
1218,food lion 1056,st_091947,food lion 1073,st_068259,26,2,
1219,food lion 1156,st_161000,food lion 1166,st_090391,29,1,
1220,food lion 1347,st_085585,food lion 1355,st_099370,33,2,
1221,food lion 1454,st_099369,food lion 1491,st_101434,12,2,
1222,food lion 1456,st_093530,food lion 1473,st_094814,26,2,
1223,food lion 1541,st_097857,food lion 1544,st_095035,38,1,
1224,food lion 1543,st_105479,food lion 1548,st_099903,26,1,
1225,food lion 1548,st_099903,food lion 1567,st_103227,26,2,
1226,food lion 1621,st_103516,food lion 1652,st_131282,29,2,
1227,food lion 1652,st_131282,food lion 1654,st_106333,31,1,
1228,food lion 1679,st_158616,food lion 172,st_097233,35,2,
1229,food lion 201,st_163841,food lion 2110,st_001063,26,2,
1230,food lion 2119,st_062252,food lion 2130,st_191972,34,2,
1231,food lion 2535,st_124162,food lion 2540,st_121743,37,2,
1232,food lion 2586,st_140997,food lion 2598,st_000406,30,2,
1233,food lion 271,st_095740,food lion 278,st_163065,27,1,
1234,food lion 510,st_166115,food lion 517,st_132138,25,1,
1235,food lion 575,st_108385,food lion 586,st_112715,31,2,
1236,food lion 641,st_082119,food lion 674,st_105257,34,2,
1237,food lion 706,st_168262,food lion 711,st_115486,27,2,
1238,food lion 816,st_082605,food lion 83,st_101930,27,2,
1239,food lion 98,st_082787,food lion 987,st_152500,30,1,
1240,food mart,st_261154,food mart,st_276320,23,0,
1241,food pyramid 67,st_045931,food pyramid 68,st_045933,36,1,
1242,food spot #2,st_085179,food stop,st_013953,22,5,
1243,food world 337,st_111456,food world 369,st_293277,34,2,
1244,foods co #784,st_129988,foods co 353,st_156489,30,4,
1245,francys fish mart,st_362552,francys mini market,st_119663,29,5,
1246,franz bakery thrift 9015,st_158083,franz bakery thrift 9022,st_159504,27,2,
1247,fred meyer 00172,st_158455,fred meyer 00227,st_098942,14,3,
1248,freds 1805,st_013096,freds 1865,st_012785,27,1,
1249,freds 2270,st_011136,freds 2665,st_011231,27,3,
1250,freds 2333,st_010035,freds 2665,st_011231,34,3,
1251,freds store 1050,st_012724,freds store 1058,st_012912,31,1,
1252,freds store 1050,st_012724,freds store 1068,st_012632,30,2,
1253,freds store 1058,st_012912,freds store 1068,st_012632,28,1,
1254,freds store 1078,st_016449,freds store 1100,st_009807,25,3,
1255,freds store 1100,st_009807,freds store 1168,st_008811,31,2,
1256,freds store 1280,st_009755,freds store 1323,st_007872,29,3,
1257,freds store 1410,st_015476,freds store 1433,st_015396,25,2,
1258,freds store 1473,st_016546,freds store 1490,st_044701,31,2,
1259,freds store 1695,st_012720,freds store 1723,st_012627,26,3,
1260,freds store 1708,st_015654,freds store 1723,st_012627,33,2,
1261,freds store 1708,st_015654,freds store 1765,st_012678,35,2,
1262,freds store 1808,st_008227,freds store 1885,st_012723,25,2,
1263,freds store 1843,st_025642,freds store 1878,st_036884,35,2,
1264,freds store 1850,st_016983,freds store 1885,st_012723,36,2,
1265,freds store 1910,st_017104,freds store 1933,st_058792,26,2,
1266,freds store 1910,st_017104,freds store 1955,st_064607,23,2,
1267,freds store 1933,st_058792,freds store 1955,st_064607,23,2,
1268,freds store 1940,st_060037,freds store 1955,st_064607,42,2,
1269,freds store 1940,st_060037,freds store 2035,st_012725,42,4,
1270,freds store 2368,st_014436,freds store 2378,st_015473,26,1,
1271,freds store 2395,st_015648,freds store 2405,st_015651,26,2,
1272,freds store 2583,st_012635,freds store 2690,st_015516,25,3,
1273,freds store 2600,st_023007,freds store 2625,st_009792,28,2,
1274,freds store 2893,st_018252,freds store 2960,st_010695,27,3,
1275,freds store 2970,st_010696,freds store 3065,st_015652,32,4,
1276,freds store 2995,st_016453,freds store 3015,st_015475,30,3,
1277,freds store 2995,st_016453,freds store 3045,st_009806,26,3,
1278,freds store 3015,st_015475,freds store 3045,st_009806,28,1,
1279,freedom valu center 14,st_078487,freedom valu center 33,st_196594,31,2,
1280,fresh & easy 1034,st_054569,fresh & easy 1057,st_057188,25,2,
1281,fresh & easy 1035,st_054571,fresh & easy 1048,st_056041,29,2,
1282,fresh & easy 1143,st_188131,fresh & easy 1242,st_174989,29,2,
1283,fresh & easy neighborhood market 1001,st_050017,fresh & easy neighborhood market 1079,st_065240,21,2,
1284,fresh catch seafood,st_203988,fresh catch seafood,st_409891,21,0,
1285,fry's 131,st_166509,fry's 138,st_166508,7,1,
1286,fry's 58,st_092204,fry's 6,st_162051,28,2,
1287,fry's 628,st_072862,fry's 675,st_009393,25,2,
1288,fry's 682,st_064777,fry's 73,st_127419,28,3,
1289,gas mart 10,st_304745,gas mart 11,st_304522,13,1,
1290,genuardi 0026,st_112932,genuardi 0050,st_118036,35,2,
1291,genuardi 0032,st_112981,genuardi 1004,st_112880,29,3,
1292,genuardi 0032,st_112981,genuardi 1027,st_112978,36,3,
1293,genuardi 0032,st_112981,genuardi 1228,st_112979,37,4,
1294,genuardi 0032,st_112981,genuardi 3001,st_112874,31,3,
1295,genuardi 1004,st_112880,genuardi 1027,st_112978,34,2,
1296,genuardi 1004,st_112880,genuardi 1228,st_112979,41,3,
1297,genuardi 1004,st_112880,genuardi 3001,st_112874,30,2,
1298,genuardi 1027,st_112978,genuardi 1228,st_112979,36,2,
1299,genuardi 1027,st_112978,genuardi 3001,st_112874,35,3,
1300,genuardi 3034,st_112984,genuardi 3035,st_112985,45,1,
1301,gerrity's supermarket,st_026166,gerrity's supermarket,st_128765,22,0,
1302,get go 3327,st_410547,get go 3358,st_410548,30,2,
1303,get go 3327,st_410547,get go 3476,st_013197,25,3,
1304,get go 3358,st_410548,get go 3476,st_013197,36,3,
1305,getgo 3465,st_024545,getgo 3552,st_408769,35,3,
1306,giant 103,st_066882,giant 108,st_066811,34,1,
1307,giant 6015,st_267521,giant 6038,st_267522,14,2,
1308,giant food 304,st_156400,giant food 327,st_158488,25,2,
1309,giant food store 266,st_074971,giant food store 305,st_115362,17,3,
1310,giant food store 314,st_118370,giant food store 319,st_118371,34,1,
1311,giant food store 446,st_102364,giant food store 484,st_074969,27,2,
1312,giant food store 6458,st_057326,giant food store 6516,st_288072,31,3,
1313,golden pantry food stores 76,st_256699,golden pantry food stores 96,st_256695,35,1,
1314,golo,st_239016,golo 01,st_360442,23,3,
1315,gomez grocery,st_141216,gomez grocery,st_141131,9,0,
1316,gordon food service mp60,st_082466,gordon food service mp66,st_086622,24,1,
1317,gordon food service mp60,st_082466,gordon food service mp67,st_085518,25,1,
1318,gordon food service mp66,st_086622,gordon food service mp67,st_085518,24,1,
1319,gordon food service mp92,st_117499,gordon food service mp97,st_119968,21,1,
1320,grand stop,st_187916,grand stop 4,st_027624,21,2,
1321,gray's country oasis,st_019616,gray's country store,st_259044,25,5,
1322,grocery services south 3,st_178194,grocery services south llc#7,st_178203,21,5,
1323,grove market,st_305866,grove market,st_019259,29,0,
1324,guadalupe meat market,st_048939,guadalupe mini mart,st_042514,24,5,
1325,guerreros fruits,st_008600,guerreros market,st_171303,26,5,
1326,halal market 1,st_336253,halal market inc.,st_170136,0,4,
1327,handy mart,st_075888,handy mart,st_341478,31,0,
1328,handy mart 104,st_310281,handy mart 116,st_310280,30,2,
1329,handy stop #3,st_078390,handy stop no,st_414845,33,2,
1330,hardings market 346,st_104011,hardings market 388,st_161186,26,2,
1331,hari grocery,st_242383,hari om grocers,st_301877,29,4,
1332,harp's food store #2163,st_019996,harp's food store 130,st_063459,30,4,
1333,harper on the way stores # 12,st_028558,harper on the way stores #07,st_028513,33,3,
1334,harps 152,st_348044,harps 227,st_361617,33,3,
1335,harps food store 119,st_147605,harps food store 133,st_128735,24,2,
1336,harris teeter 142,st_132986,harris teeter 160,st_166876,25,2,
1337,harris teeter 149,st_014025,harris teeter 162,st_159288,29,2,
1338,harvey's supermarket 1710,st_161809,harvey's supermarket 2308,st_088047,31,4,
1339,harvey's supermarket 2314,st_090714,harvey's supermarket 2333,st_160390,20,2,
1340,harvey's supermarket 2361,st_090880,harvey's supermarket 2377,st_158702,23,2,
1341,harveys supermarket 1667,st_347914,harveys supermarket 1676,st_078282,28,2,
1342,health habit,st_081620,health habit,st_402744,14,0,
1343,heb 043,st_133743,heb 051,st_101548,26,2,
1344,heb 210,st_163179,heb 222,st_161701,36,2,
1345,heb food store 674,st_335833,heb food store 679,st_140785,23,1,
1346,hebert's specialty meats 02,st_176094,hebert's specialty meats 1,st_176068,14,2,
1347,hiroad 2,st_422082,hiroad 6,st_422083,17,1,
1348,holiday foods #6,st_068541,holiday foods 02,st_072644,32,2,
1349,holiday stationstore 10,st_114886,holiday stationstore 102,st_221445,28,1,
1350,holiday stationstore 26,st_221341,holiday stationstore 278,st_099632,30,2,
1351,holiday stationstore 284,st_100182,holiday stationstore 300,st_225338,30,3,
1352,holiday stationstore 4078,st_248542,holiday stationstore 435,st_395119,24,3,
1353,holiday stationstore 450,st_374483,holiday stationstore 451,st_374484,23,1,
1354,home town 2 inc,st_145224,home town guys,st_024279,29,5,
1355,honey farms 20,st_089130,honey farms 51,st_234066,28,2,
1356,honey farms 67,st_284536,honey farms 84,st_284538,19,2,
1357,hop in 202,st_243266,hop in 302,st_258106,32,1,
1358,hop in 307,st_258122,hop in 314,st_258142,13,2,
1359,hot spot 10,st_395058,hot spot 12,st_402743,35,1,
1360,huck's 146,st_100219,huck's 200,st_100766,9,3,
1361,hucks 343,st_136737,hucks 349,st_136654,22,1,
1362,hunters market,st_196617,hunters market llc,st_030144,34,4,
1363,hy-vee drugstore 7007,st_032188,hy-vee drugstore 7050,st_018763,17,2,
1364,hy-vee food store 1056,st_122891,hy-vee food store 1065,st_123981,27,2,
1365,hy-vee food store 1382,st_125943,hy-vee food store 1410,st_123297,23,3,
1366,hy-vee food store 1820,st_154809,hy-vee food store 1871,st_098717,26,2,
1367,hyde park market,st_051281,hyde park market,st_076143,23,0,
1368,ian's market 23,st_278530,ian's market 25,st_410115,34,1,
1369,ibc wonder hostess 155,st_113250,ibc wonder hostess 3,st_066804,33,3,
