gisjn_ua,name_ua,fips_ua,STATE,Region,Division,year,99cent,dg,grocer,super,walmart,dg_add,grocer_drop,super_drop
G46207,"La Grande, OR",46207,Oregon,West Region,Pacific Division,Y2010,0,0,2,4,1,0,0,0
G46423,"Laie--Hauula, HI",46423,Hawaii,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G46450,"La Junta, CO",46450,Colorado,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G46465,"Lake Arrowhead--Crestline, CA",46465,California,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G46585,"Lake City, MN",46585,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,1,0,0,0,0
G46693,"Lake Geneva, WI",46693,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,2,2,0,0,0,0
G46760,"Lake Holiday, IL",46760,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G46774,"Lake Isabella, CA",46774,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G46855,"Lake Los Angeles, CA",46855,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G47044,"Lake Pocotopaug--East Hampton, CT",47044,Connecticut,Northeast Region,New England Division,Y2010,0,0,1,2,0,0,0,0
G47071,"Lakeport, CA",47071,California,West Region,Pacific Division,Y2010,0,0,2,5,0,0,0,0
G47132,"Lakes--Knik-Fairview--Wasilla, AK",47132,Alaska,West Region,Pacific Division,Y2010,0,0,1,6,0,0,0,0
G47152,"Lakeview, OR",47152,Oregon,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G47179,"Lake Village, AR",47179,Arkansas,South Region,West South Central Division,Y2010,0,0,1,1,0,0,0,0
G47449,"Lanai City, HI",47449,Hawaii,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G47827,"Laramie, WY",47827,Wyoming,West Region,Mountain Division,Y2010,0,0,1,4,1,0,0,0
G48367,"Lawrenceville, VA",48367,Virginia,South Region,South Atlantic Division,Y2010,0,0,1,0,0,0,0,0
G48485,"Leavenworth, WA",48485,Washington,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G48637,"Lebanon, OR",48637,Oregon,West Region,Pacific Division,Y2010,0,0,1,5,1,0,0,0
G48728,"Lebanon--Hanover, NH--VT",48728,New Hampshire,Northeast Region,New England Division,Y2010,0,0,3,7,1,0,0,1
G48745,"Lee, MA",48745,Massachusetts,Northeast Region,New England Division,Y2010,0,0,2,1,0,0,0,0
G48785,"Leesburg, GA",48785,Georgia,South Region,South Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G48988,"Le Mars, IA",48988,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G49177,"Le Sueur, MN",49177,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G49231,"Lewes, DE",49231,Delaware,South Region,South Atlantic Division,Y2010,0,0,1,7,1,0,0,0
G49366,"Lewistown, MT",49366,Montana,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,1
G49609,"Libby, MT",49609,Montana,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G49663,"Liberty, NY",49663,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,4,2,0,0,0,0
G49690,"Liberty, TX",49690,Texas,South Region,West South Central Division,Y2010,0,0,2,1,1,0,0,0
G49771,"Lihue, HI",49771,Hawaii,West Region,Pacific Division,Y2010,0,0,1,6,1,0,0,0
G49960,"Lincoln City, OR",49960,Oregon,West Region,Pacific Division,Y2010,0,0,3,4,0,0,0,0
G50041,"Lindsay, CA",50041,California,West Region,Pacific Division,Y2010,0,0,5,2,0,0,0,0
G50122,"Lindstrom--Chisago City, MN",50122,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,0,0,0,0,0
G50257,"Litchfield, MN",50257,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G50446,"Littleton, NH",50446,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,2,1,0,0,0
G50473,"Live Oak (Sutter County), CA",50473,California,West Region,Pacific Division,Y2010,0,0,3,0,0,0,1,0
G51229,"Long Prairie, MN",51229,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,1,0,0,0,0
G51472,"Los Banos, CA",51472,California,West Region,Pacific Division,Y2010,0,0,9,4,0,0,0,0
G51513,"Los Molinos, CA",51513,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G52228,"Lynden, WA",52228,Washington,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G52352,"Mabton, WA",52352,Washington,West Region,Pacific Division,Y2010,0,0,3,0,0,0,0,0
G52552,"McFarland, CA",52552,California,West Region,Pacific Division,Y2010,0,0,3,1,0,0,0,0
G52660,"Mackinaw, IL",52660,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,1,0
G52741,"McMinnville, OR",52741,Oregon,West Region,Pacific Division,Y2010,0,0,4,6,1,0,0,0
G52849,"Macon, MS",52849,Mississippi,South Region,East South Central Division,Y2010,0,0,1,1,0,0,0,0
G53308,"Madras, OR",53308,Oregon,West Region,Pacific Division,Y2010,0,0,3,1,0,0,0,0
G53686,"Manchester, IA",53686,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G53875,"Manila, AR",53875,Arkansas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G53929,"Manistique, MI",53929,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,2,0,0,0,0
G53956,"Manitowoc, WI",53956,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,8,1,0,0,0
G54226,"Manti, UT",54226,Utah,West Region,Mountain Division,Y2010,0,0,1,0,0,0,0,0
G54307,"Marathon, FL",54307,Florida,South Region,South Atlantic Division,Y2010,0,0,1,3,0,0,0,0
G54415,"Marianna, AR",54415,Arkansas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G54496,"Marinette--Menominee, WI--MI",54496,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,4,0,0,0,0
G54793,"Marksville, LA",54793,Louisiana,South Region,West South Central Division,Y2010,0,0,3,1,0,0,0,0
G54874,"Marquette, MI",54874,Michigan,Midwest Region,East North Central Division,Y2010,0,0,2,3,0,0,0,0
G54982,"Marshall, MN",54982,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,4,1,0,0,0
G55522,"Mattawa, WA",55522,Washington,West Region,Pacific Division,Y2010,0,0,3,1,0,0,0,0
G56089,"Melrose, MN",56089,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,2,0,0,0,0
G56170,"Mendota, CA",56170,California,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G56197,"Mendota, IL",56197,Illinois,Midwest Region,East North Central Division,Y2010,0,0,2,2,0,0,0,0
G56224,"Menomonie, WI",56224,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,6,1,0,0,0
G56359,"Merrill, WI",56359,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,1,3,1,0,0,0
G56413,"Mesquite, NV--AZ",56413,Nevada,West Region,Mountain Division,Y2010,0,0,2,1,0,0,0,0
G57061,"Mifflinburg, PA",57061,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2010,0,0,2,1,0,0,0,0
G57088,"Milan, MI",57088,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G57115,"Milan, TN",57115,Tennessee,South Region,East South Central Division,Y2010,0,0,2,2,0,0,0,0
G57142,"Milbank, SD",57142,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G57169,"Miles City, MT",57169,Montana,West Region,Mountain Division,Y2010,0,0,1,3,1,0,0,0
G57331,"Millinocket, ME",57331,Maine,Northeast Region,New England Division,Y2010,0,0,2,1,0,0,0,0
G57601,"Minerva, OH",57601,Ohio,Midwest Region,East North Central Division,Y2010,0,0,2,2,0,0,0,0
G57952,"Mobridge, SD",57952,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,2,2,0,0,0,0
G58033,"Molalla, OR",58033,Oregon,West Region,Pacific Division,Y2010,0,0,2,2,0,0,1,0
G58249,"Monmouth--Independence, OR",58249,Oregon,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G58469,"Montesano--Elma, WA",58469,Washington,West Region,Pacific Division,Y2010,0,0,2,3,0,0,0,0
G58519,"Montevideo, MN",58519,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,0,0,0,0,0
G58546,"Monte Vista, CO",58546,Colorado,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G58627,"Montgomery, MN",58627,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,0,0,0,0,0
G58721,"Monticello, GA",58721,Georgia,South Region,South Atlantic Division,Y2010,0,0,2,0,0,0,0,0
G58843,"Monticello, NY",58843,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,5,3,1,0,0,0
G58870,"Monticello--Big Lake, MN",58870,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,5,1,0,0,0
G58961,"Montrose, MN",58961,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G58972,"Moodus, CT",58972,Connecticut,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G59059,"Moorhead, MS",59059,Mississippi,South Region,East South Central Division,Y2010,0,0,1,0,0,0,0,0
G59302,"Morrilton, AR",59302,Arkansas,South Region,West South Central Division,Y2010,0,0,2,2,1,0,0,0
G59356,"Morris, MN",59356,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G59437,"Morro Bay--Los Osos, CA",59437,California,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G59491,"Moscow, ID",59491,Idaho,West Region,Mountain Division,Y2010,0,0,1,3,0,0,0,0
G59518,"Moses Lake, WA",59518,Washington,West Region,Pacific Division,Y2010,0,0,6,5,1,0,1,0
G59707,"Mountain Home, ID",59707,Idaho,West Region,Mountain Division,Y2010,0,0,1,3,1,0,0,0
G59950,"Mount Horeb, WI",59950,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,3,0,0,0,0,1
G60223,"Mount Shasta--Weed, CA",60223,California,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G60684,"Munising, MI",60684,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G60930,"Mystic Island, NJ",60930,New Jersey,Northeast Region,Middle Atlantic Division,Y2010,0,0,2,2,0,0,0,0
G61246,"Nashville, IL",61246,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G61759,"New Baden, IL",61759,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G61813,"Newberg, OR",61813,Oregon,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G62191,"Newcastle, WY",62191,Wyoming,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G62505,"New London, MN",62505,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G62569,"Newman, CA",62569,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G62920,"Newport, VT",62920,Vermont,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G62930,"Newport, WA--ID",62930,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G63137,"Newton, NJ",63137,New Jersey,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,3,1,0,0,1
G63190,"New Wilmington, PA",63190,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,0,0,0,0,0
G63282,"Nipomo, CA",63282,California,West Region,Pacific Division,Y2010,0,0,3,2,0,0,0,0
G63379,"Nome, AK",63379,Alaska,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G63568,"North Brookfield, MA",63568,Massachusetts,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G63579,"North Conway, NH",63579,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,2,1,0,0,0
G63588,"North Eagle Butte, SD",63588,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G63851,"North Shore, CA",63851,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G64378,"Oak Harbor, WA",64378,Washington,West Region,Pacific Division,Y2010,0,0,2,5,1,0,0,0
G64675,"Ocean Shores, WA",64675,Washington,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G65053,"Okemah, OK",65053,Oklahoma,South Region,West South Central Division,Y2010,0,0,1,1,0,0,0,0
G65431,"Oneida, TN",65431,Tennessee,South Region,East South Central Division,Y2010,0,0,1,2,1,0,0,0
G65485,"Oneonta, AL",65485,Alabama,South Region,East South Central Division,Y2010,0,0,1,3,1,0,0,0
G65539,"Ontario, OR--ID",65539,Oregon,West Region,Pacific Division,Y2010,0,0,3,7,1,0,0,0
G65755,"Orange Cove, CA",65755,California,West Region,Pacific Division,Y2010,0,0,5,1,0,0,0,0
G65836,"Orland, CA",65836,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G65890,"Orofino, ID",65890,Idaho,West Region,Mountain Division,Y2010,0,0,2,2,0,0,0,0
G65944,"Oroville, CA",65944,California,West Region,Pacific Division,Y2010,0,0,8,4,1,0,0,0
G66093,"Osburn, ID",66093,Idaho,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G66106,"Osceola, AR",66106,Arkansas,South Region,West South Central Division,Y2010,0,0,6,0,0,0,0,0
G66268,"Othello, WA",66268,Washington,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,1
G66276,"Otisville, NY",66276,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,1,1,0,0,0
G66430,"Owatonna, MN",66430,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,4,1,0,0,0
G66727,"Ozona, TX",66727,Texas,South Region,West South Central Division,Y2010,0,0,3,1,0,0,0,0
G66916,"Pahokee, FL",66916,Florida,South Region,South Atlantic Division,Y2010,0,0,2,2,0,0,0,0
G66943,"Pahrump, NV",66943,Nevada,West Region,Mountain Division,Y2010,0,0,2,3,1,0,0,0
G67375,"Paradise, CA",67375,California,West Region,Pacific Division,Y2010,0,0,1,6,0,0,1,0
G67618,"Park City, UT",67618,Utah,West Region,Mountain Division,Y2010,0,0,2,4,0,0,0,1
G67645,"Parker, AZ--CA",67645,Arizona,West Region,Mountain Division,Y2010,0,0,2,1,0,0,0,0
G67753,"Parlier, CA",67753,California,West Region,Pacific Division,Y2010,0,0,3,2,0,0,0,0
G67861,"Patterson, CA",67861,California,West Region,Pacific Division,Y2010,0,0,4,2,0,0,0,0
G67882,"Patton, PA",67882,Pennsylvania,Northeast Region,Middle Atlantic Division,Y2010,0,0,3,0,0,0,0,0
G68050,"Pawnee, IL",68050,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G68428,"Pendleton, OR",68428,Oregon,West Region,Pacific Division,Y2010,0,0,1,3,1,0,0,0
G68900,"Peterborough, NH",68900,New Hampshire,Northeast Region,New England Division,Y2010,0,0,2,0,0,0,0,0
G69292,"Pierre, SD",69292,South Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G69526,"Pine Island, MN",69526,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G69632,"Pittsboro, NC",69632,North Carolina,South Region,South Atlantic Division,Y2010,0,0,1,1,0,0,0,0
G69940,"Plainview, MN",69940,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,0,0,0
G70021,"Planada, CA",70021,California,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G70156,"Plattsburgh, NY",70156,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,4,8,1,0,0,0
G70318,"Plymouth, NH",70318,New Hampshire,Northeast Region,New England Division,Y2010,0,0,1,0,0,0,0,0
G70885,"Portageville, MO",70885,Missouri,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G71398,"Portola, CA",71398,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G71560,"Port Townsend, WA",71560,Washington,West Region,Pacific Division,Y2010,0,0,2,4,0,0,0,0
G71722,"Potsdam, NY",71722,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,4,0,0,0,0
G71884,"Prairie du Sac--Sauk City, WI",71884,Wisconsin,Midwest Region,East North Central Division,Y2010,0,0,2,0,0,0,0,0
G72019,"Premont, TX",72019,Texas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G72127,"Presidio, TX",72127,Texas,South Region,West South Central Division,Y2010,0,0,1,1,0,0,0,0
G72253,"Prince Frederick, MD",72253,Maryland,South Region,South Atlantic Division,Y2010,0,0,1,5,1,0,0,0
G72410,"Princeville, HI",72410,Hawaii,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G72424,"Prineville, OR",72424,Oregon,West Region,Pacific Division,Y2010,0,0,1,2,0,0,0,0
G72532,"Provincetown, MA",72532,Massachusetts,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,1
G72640,"Pukalani--Makawao--Haiku-Pauwela, HI",72640,Hawaii,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G72937,"Quartzsite, AZ",72937,Arizona,West Region,Mountain Division,Y2010,0,0,2,0,0,0,0,0
G73531,"Rawlins, WY",73531,Wyoming,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G73585,"Raymond, WA",73585,Washington,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G73720,"Red Bluff, CA",73720,California,West Region,Pacific Division,Y2010,0,0,1,6,1,0,0,0
G73963,"Red Wing, MN",73963,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,2,4,1,0,0,0
G74044,"Reedley--Dinuba, CA",74044,California,West Region,Pacific Division,Y2010,0,0,13,7,1,0,0,0
G74098,"Reedsport, OR",74098,Oregon,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G74260,"Rexburg, ID",74260,Idaho,West Region,Mountain Division,Y2010,0,0,1,3,0,0,0,0
G74827,"Ridgecrest, CA",74827,California,West Region,Pacific Division,Y2010,0,0,1,5,1,0,0,0
G75016,"Rio Bravo--El Cenizo, TX",75016,Texas,South Region,West South Central Division,Y2010,0,0,3,0,0,0,1,0
G75043,"Rio Dell, CA",75043,California,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G75097,"Rio Vista, CA",75097,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G75270,"Riverdale, CA",75270,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G75732,"Rockford, MN",75732,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,0,0,NA,NA,NA
G75799,"Rockland, ME",75799,Maine,Northeast Region,New England Division,Y2010,0,0,3,2,1,0,0,0
G75961,"Rocky Ford, CO",75961,Colorado,West Region,Mountain Division,Y2010,0,0,1,0,0,0,0,0
G76042,"Rogers City, MI",76042,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,0,0,0,0,0
G76339,"Roseburg, OR",76339,Oregon,West Region,Pacific Division,Y2010,0,0,4,10,1,0,0,0
G76582,"Royston, GA",76582,Georgia,South Region,South Atlantic Division,Y2010,0,0,1,2,0,0,0,0
G76609,"Rugby, ND",76609,North Dakota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G76636,"Ruidoso, NM",76636,New Mexico,West Region,Mountain Division,Y2010,0,0,1,2,1,0,0,0
G76663,"Ruleville, MS",76663,Mississippi,South Region,East South Central Division,Y2010,0,0,2,0,0,0,0,0
G76690,"Rumford, ME",76690,Maine,Northeast Region,New England Division,Y2010,0,0,1,1,0,0,0,0
G76717,"Running Springs, CA",76717,California,West Region,Pacific Division,Y2010,0,0,2,0,0,0,0,0
G76744,"Rupert, ID",76744,Idaho,West Region,Mountain Division,Y2010,0,0,2,1,0,0,0,0
G77176,"St. Albans, VT",77176,Vermont,Northeast Region,New England Division,Y2010,0,0,2,1,0,0,0,0
G77284,"St. Charles, MN",77284,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,1,0,0,0,0
G77554,"St. Ignace, MI",77554,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,1,0,0,0,0
G77581,"St. James, MN",77581,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,3,1,0,0,0,0
G77824,"St. Martinville, LA",77824,Louisiana,South Region,West South Central Division,Y2010,0,0,1,3,0,0,0,0
G78256,"Salida, CO",78256,Colorado,West Region,Mountain Division,Y2010,0,0,2,2,1,0,0,0
G78823,"Sandy, OR",78823,Oregon,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,0
G78850,"Sanford, ME",78850,Maine,Northeast Region,New England Division,Y2010,0,0,5,3,1,0,0,0
G78931,"Sanger, CA",78931,California,West Region,Pacific Division,Y2010,0,0,3,4,1,0,1,0
G79012,"San Joaquin, CA",79012,California,West Region,Pacific Division,Y2010,0,0,1,1,0,0,0,0
G79444,"Santa Paula, CA",79444,California,West Region,Pacific Division,Y2010,0,0,7,3,0,0,0,0
G79552,"Santo Domingo Pueblo, NM",79552,New Mexico,West Region,Mountain Division,Y2010,0,0,1,0,0,0,0,0
G79579,"Saranac Lake, NY",79579,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,1,5,0,0,0,0
G79687,"Sauk Centre, MN",79687,Minnesota,Midwest Region,West North Central Division,Y2010,0,0,1,2,1,0,0,0
G79714,"Sault Ste. Marie, MI",79714,Michigan,Midwest Region,East North Central Division,Y2010,0,0,1,3,1,0,0,0
G80335,"Seaside, OR",80335,Oregon,West Region,Pacific Division,Y2010,0,0,2,1,0,0,0,0
G80551,"Selma, CA",80551,California,West Region,Pacific Division,Y2010,0,0,8,7,1,0,0,1
G80875,"Shady Cove, OR",80875,Oregon,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G80902,"Shady Side--Deale, MD",80902,Maryland,South Region,South Atlantic Division,Y2010,0,0,1,0,0,0,0,0
G80929,"Shafter, CA",80929,California,West Region,Pacific Division,Y2010,0,0,4,1,0,0,0,0
G80956,"Shallowater, TX",80956,Texas,South Region,West South Central Division,Y2010,0,0,1,0,0,0,0,0
G81172,"Shelby, MT",81172,Montana,West Region,Mountain Division,Y2010,0,0,1,1,0,0,0,0
G81253,"Shelbyville, IL",81253,Illinois,Midwest Region,East North Central Division,Y2010,0,0,1,1,1,0,0,0
G81415,"Shelton, WA",81415,Washington,West Region,Pacific Division,Y2010,0,0,3,4,1,0,0,0
G81604,"Sheridan, WY",81604,Wyoming,West Region,Mountain Division,Y2010,0,0,1,5,1,0,0,0
G81847,"Sidney, NY",81847,New York,Northeast Region,Middle Atlantic Division,Y2010,0,0,2,2,0,0,0,0
G82036,"Silver City, NM",82036,New Mexico,West Region,Mountain Division,Y2010,0,0,2,2,0,0,0,0
G82076,"Silver Lakes, CA",82076,California,West Region,Pacific Division,Y2010,0,0,1,0,0,0,0,0
G82117,"Silverton, OR",82117,Oregon,West Region,Pacific Division,Y2010,0,0,2,2,0,0,0,0
G82198,"Sioux Center, IA",82198,Iowa,Midwest Region,West North Central Division,Y2010,0,0,1,2,0,0,0,0
G82387,"Skowhegan, ME",82387,Maine,Northeast Region,New England Division,Y2010,0,0,1,2,1,0,0,0
G82675,"Snoqualmie, WA",82675,Washington,West Region,Pacific Division,Y2010,0,0,1,3,0,0,0,1
G82684,"Snowflake, AZ",82684,Arizona,West Region,Mountain Division,Y2010,0,0,2,1,0,0,0,0
G82846,"Soledad, CA",82846,California,West Region,Pacific Division,Y2010,0,0,6,1,0,0,1,0
